Saraksts,Partija,Numurs,Vards,Apgabals,Rangs
11,"""Saskaņa"" sociāldemokrātiskā partija",28,Sergejs Galaveckis,Kurzeme,15
11,"""Saskaņa"" sociāldemokrātiskā partija",29,Jānis Geduševs,Riga,3
11,"""Saskaņa"" sociāldemokrātiskā partija",30,Valentīns Grigorjevs,Zemgale,4
11,"""Saskaņa"" sociāldemokrātiskā partija",31,Oļegs Hļebņikovs,Latgale,10
11,"""Saskaņa"" sociāldemokrātiskā partija",32,Mihails Hohlovs,Zemgale,13
11,"""Saskaņa"" sociāldemokrātiskā partija",33,Marjana Ivanova-Jevsejeva,Latgale,9
11,"""Saskaņa"" sociāldemokrātiskā partija",34,Vladimirs Ivanovs,Riga,20
11,"""Saskaņa"" sociāldemokrātiskā partija",35,Kristīna Jablonska,Kurzeme,9
11,"""Saskaņa"" sociāldemokrātiskā partija",36,Aleksandrs Jakimovs,Latgale,7
11,"""Saskaņa"" sociāldemokrātiskā partija",37,Ivars Jakovels,Zemgale,3
11,"""Saskaņa"" sociāldemokrātiskā partija",38,Jeļena Jakovļeva,Riga,25
11,"""Saskaņa"" sociāldemokrātiskā partija",39,Viktors Jakovļevs,Vidzeme,6
11,"""Saskaņa"" sociāldemokrātiskā partija",40,Indulis Jankovskis,Kurzeme,3
11,"""Saskaņa"" sociāldemokrātiskā partija",41,Viktors Jasiņavičs,Latgale,17
11,"""Saskaņa"" sociāldemokrātiskā partija",42,Pjotrs Jevtušenko,Kurzeme,8
11,"""Saskaņa"" sociāldemokrātiskā partija",43,Einārs Jurkevičs,Latgale,16
11,"""Saskaņa"" sociāldemokrātiskā partija",44,Valdis Kalniņš,Vidzeme,23
11,"""Saskaņa"" sociāldemokrātiskā partija",45,Agnis Kalnkaziņš,Riga,7
11,"""Saskaņa"" sociāldemokrātiskā partija",46,Raimonds Kalvišs,Latgale,13
11,"""Saskaņa"" sociāldemokrātiskā partija",47,Modris Karpovs,Latgale,14
11,"""Saskaņa"" sociāldemokrātiskā partija",48,Ivo Kiršblats,Riga,11
11,"""Saskaņa"" sociāldemokrātiskā partija",49,Ivans Klementjevs,Riga,12
11,"""Saskaņa"" sociāldemokrātiskā partija",50,Andrejs Klementjevs,Riga,2
11,"""Saskaņa"" sociāldemokrātiskā partija",51,Jeļena Koncevaja,Riga,23
11,"""Saskaņa"" sociāldemokrātiskā partija",52,Andrejs Kondratjuks,Vidzeme,13
11,"""Saskaņa"" sociāldemokrātiskā partija",53,Aivars Guntis Kreituss,Vidzeme,9
11,"""Saskaņa"" sociāldemokrātiskā partija",54,Kristaps Laucis,Vidzeme,16
11,"""Saskaņa"" sociāldemokrātiskā partija",55,Aigars Lavrinovičs,Vidzeme,18
11,"""Saskaņa"" sociāldemokrātiskā partija",56,Jeļena Lazareva,Latgale,6
11,"""Saskaņa"" sociāldemokrātiskā partija",57,Kārlis Leiškalns,Vidzeme,3
11,"""Saskaņa"" sociāldemokrātiskā partija",58,Regīna Ločmele-Luņova,Riga,15
11,"""Saskaņa"" sociāldemokrātiskā partija",59,Fjodors Maļonkins,Vidzeme,24
11,"""Saskaņa"" sociāldemokrātiskā partija",60,Aleksejs Medvedevs,Kurzeme,4
11,"""Saskaņa"" sociāldemokrātiskā partija",61,Gatis Meiris,Kurzeme,12
11,"""Saskaņa"" sociāldemokrātiskā partija",62,Romans Miloslavskis,Kurzeme,5
11,"""Saskaņa"" sociāldemokrātiskā partija",63,Sergejs Mirskis,Riga,5
11,"""Saskaņa"" sociāldemokrātiskā partija",64,Anatolijs Misjuks,Zemgale,11
11,"""Saskaņa"" sociāldemokrātiskā partija",65,Ralfs Morītis,Vidzeme,12
11,"""Saskaņa"" sociāldemokrātiskā partija",66,Andris Morozovs,Riga,35
11,"""Saskaņa"" sociāldemokrātiskā partija",67,Valerijs Nikolajevs,Zemgale,15
11,"""Saskaņa"" sociāldemokrātiskā partija",68,Vladimirs Nikonovs,Latgale,8
11,"""Saskaņa"" sociāldemokrātiskā partija",69,Ņikita Ņikiforovs,Riga,13
11,"""Saskaņa"" sociāldemokrātiskā partija",70,Dzintars Obrickis,Kurzeme,16
11,"""Saskaņa"" sociāldemokrātiskā partija",71,Vitālijs Orlovs,Zemgale,2
11,"""Saskaņa"" sociāldemokrātiskā partija",72,Viktors Paškovs,Riga,26
11,"""Saskaņa"" sociāldemokrātiskā partija",73,Sergejs Pašukovs,Zemgale,9
11,"""Saskaņa"" sociāldemokrātiskā partija",74,Krišjānis Peters,Zemgale,1
11,"""Saskaņa"" sociāldemokrātiskā partija",75,Igors Pimenovs,Riga,16
11,"""Saskaņa"" sociāldemokrātiskā partija",76,Sergejs Potapkins,Riga,9
11,"""Saskaņa"" sociāldemokrātiskā partija",77,Jānis Priede,Vidzeme,22
11,"""Saskaņa"" sociāldemokrātiskā partija",78,Igors Puntuss,Riga,33
11,"""Saskaņa"" sociāldemokrātiskā partija",79,Tatjana Rezņika,Vidzeme,20
11,"""Saskaņa"" sociāldemokrātiskā partija",80,Ivans Ribakovs,Latgale,3
11,"""Saskaņa"" sociāldemokrātiskā partija",81,Baiba Rozentāle,Riga,10
11,"""Saskaņa"" sociāldemokrātiskā partija",82,Artūrs Rubiks,Riga,6
11,"""Saskaņa"" sociāldemokrātiskā partija",83,Raimonds Rubiks,Latgale,5
11,"""Saskaņa"" sociāldemokrātiskā partija",84,Raimonds Rublovskis,Kurzeme,2
11,"""Saskaņa"" sociāldemokrātiskā partija",85,Iveta Safranoviča,Zemgale,7
11,"""Saskaņa"" sociāldemokrātiskā partija",86,Inna Sakoviča,Zemgale,16
11,"""Saskaņa"" sociāldemokrātiskā partija",87,Aleksandrs Sakovskis,Vidzeme,5
11,"""Saskaņa"" sociāldemokrātiskā partija",88,Vadims Savkovs,Vidzeme,28
11,"""Saskaņa"" sociāldemokrātiskā partija",89,Nikolajs Skačkovs,Riga,34
11,"""Saskaņa"" sociāldemokrātiskā partija",90,Gaļina Skorobogatova,Kurzeme,6
11,"""Saskaņa"" sociāldemokrātiskā partija",91,Nikolajs Sokols,Zemgale,5
11,"""Saskaņa"" sociāldemokrātiskā partija",92,Karina Sprūde,Vidzeme,14
11,"""Saskaņa"" sociāldemokrātiskā partija",93,Jūlija Stepaņenko,Riga,14
11,"""Saskaņa"" sociāldemokrātiskā partija",94,Vjačeslavs Stunžāns,Kurzeme,10
11,"""Saskaņa"" sociāldemokrātiskā partija",95,Andrejs Šikors,Riga,24
11,"""Saskaņa"" sociāldemokrātiskā partija",96,Inese Švekle,Riga,18
11,"""Saskaņa"" sociāldemokrātiskā partija",97,Natalija Tkačenko,Kurzeme,11
11,"""Saskaņa"" sociāldemokrātiskā partija",98,Zenta Tretjaka,Zemgale,6
11,"""Saskaņa"" sociāldemokrātiskā partija",99,Vitalijs Trusevičs,Kurzeme,7
11,"""Saskaņa"" sociāldemokrātiskā partija",100,Jānis Tutins,Latgale,2
11,"""Saskaņa"" sociāldemokrātiskā partija",101,Jānis Urbanovičs,Riga,1
11,"""Saskaņa"" sociāldemokrātiskā partija",102,Normunds Vagalis,Vidzeme,21
11,"""Saskaņa"" sociāldemokrātiskā partija",103,Edgars Vaikulis,Vidzeme,10
11,"""Saskaņa"" sociāldemokrātiskā partija",104,Aleksandrs Vasiļjevs,Riga,32
11,"""Saskaņa"" sociāldemokrātiskā partija",105,Valerijs Vilčinskis,Vidzeme,15
11,"""Saskaņa"" sociāldemokrātiskā partija",106,Ruslans Vrobļevskis,Zemgale,14
11,"""Saskaņa"" sociāldemokrātiskā partija",107,Jeļena Zagainova,Riga,21
11,"""Saskaņa"" sociāldemokrātiskā partija",108,Ivars Zariņš,Vidzeme,1
11,"""Saskaņa"" sociāldemokrātiskā partija",109,Mihails Zemļinskis,Riga,17
11,"""Saskaņa"" sociāldemokrātiskā partija",110,Inga Ziņģe-Pupiņa,Riga,27
11,"""Saskaņa"" sociāldemokrātiskā partija",111,Igors Zujevs,Riga,19
11,"""Saskaņa"" sociāldemokrātiskā partija",112,Edgars Zveja,Vidzeme,8
11,"""Saskaņa"" sociāldemokrātiskā partija",113,Mareks Žizņevskis,Zemgale,10
11,"""Saskaņa"" sociāldemokrātiskā partija",114,Igors Žukovs,Vidzeme,25
11,"""Saskaņa"" sociāldemokrātiskā partija",115,Vladimirs Žuks,Riga,29
12,Zaļo un Zemnieku savienība,1,Inese Aizstrauta,Vidzeme,5
12,Zaļo un Zemnieku savienība,2,Uldis Augulis,Zemgale,2
12,Zaļo un Zemnieku savienība,3,Gatis Ābele,Vidzeme,19
12,Zaļo un Zemnieku savienība,4,Aija Barča,Kurzeme,2
12,Zaļo un Zemnieku savienība,5,Ivars Bārdiņš,Riga,34
12,Zaļo un Zemnieku savienība,6,Rolands Bārenis,Riga,28
12,Zaļo un Zemnieku savienība,7,Uldis Beite,Riga,20
12,Zaļo un Zemnieku savienība,8,Guntis Belēvičs,Riga,1
12,Zaļo un Zemnieku savienība,9,Rūta Bendere,Riga,31
12,Zaļo un Zemnieku savienība,10,Raimonds Bergmanis,Zemgale,4
12,Zaļo un Zemnieku savienība,11,Andris Bērziņš,Zemgale,3
12,Zaļo un Zemnieku savienība,12,Gunārs Binde,Riga,19
12,Zaļo un Zemnieku savienība,13,Jānis Blūzmanis,Zemgale,15
12,Zaļo un Zemnieku savienība,14,Uldis Boitmanis,Kurzeme,15
12,Zaļo un Zemnieku savienība,15,Gints Briežkalns,Riga,24
12,Zaļo un Zemnieku savienība,16,Augusts Brigmanis,Zemgale,1
12,Zaļo un Zemnieku savienība,17,Ēvalds Cauņa,Latgale,6
12,Zaļo un Zemnieku savienība,18,Gunārs Ciglis,Vidzeme,25
12,Zaļo un Zemnieku savienība,19,Valters Dambe,Vidzeme,17
12,Zaļo un Zemnieku savienība,20,Gundars Daudze,Kurzeme,3
12,Zaļo un Zemnieku savienība,21,Aivars Dronka,Zemgale,9
12,Zaļo un Zemnieku savienība,22,Jānis Dūklavs,Vidzeme,1
12,Zaļo un Zemnieku savienība,23,Māris Dzelzskalns,Vidzeme,24
12,Zaļo un Zemnieku savienība,24,Gatis Dzērve-Tāluts,Riga,30
12,Zaļo un Zemnieku savienība,25,Vugars Ecmanis,Vidzeme,9
12,Zaļo un Zemnieku savienība,26,Rihards Eigims,Latgale,2
12,Zaļo un Zemnieku savienība,27,Jānis Golubevs,Latgale,17
12,Zaļo un Zemnieku savienība,28,Artūrs Graudiņš,Riga,8
12,Zaļo un Zemnieku savienība,29,Vijārs Griķis,Vidzeme,27
12,Zaļo un Zemnieku savienība,30,Ruta Grustāne,Latgale,14
12,Zaļo un Zemnieku savienība,31,Inga Gudēviča,Riga,12
12,Zaļo un Zemnieku savienība,32,Jānis Ieviņš,Riga,13
12,Zaļo un Zemnieku savienība,33,Mārtiņš Jirgens,Riga,23
12,Zaļo un Zemnieku savienība,34,Elita Kalniņa,Riga,11
12,Zaļo un Zemnieku savienība,35,Guntis Kalniņš,Zemgale,13
12,Zaļo un Zemnieku savienība,36,Valdis Kalnozols,Riga,4
12,Zaļo un Zemnieku savienība,37,Dainis Karols,Kurzeme,5
12,Zaļo un Zemnieku savienība,38,Inese Kārkliņa,Vidzeme,20
12,Zaļo un Zemnieku savienība,39,Elita Keiša,Zemgale,14
12,Zaļo un Zemnieku savienība,40,Katrīna Killa,Riga,33
12,Zaļo un Zemnieku savienība,41,Jānis Klaužs,Latgale,3
12,Zaļo un Zemnieku savienība,42,Ilze Kļava,Kurzeme,9
12,Zaļo un Zemnieku savienība,43,Askolds Kļaviņš,Riga,35
12,Zaļo un Zemnieku savienība,44,Valerijs Kozlovs,Latgale,18
12,Zaļo un Zemnieku savienība,45,Līga Kozlovska,Latgale,5
12,Zaļo un Zemnieku savienība,46,Armands Krauze,Vidzeme,4
12,Zaļo un Zemnieku savienība,47,Māris Kučinskis,Riga,3
12,Zaļo un Zemnieku savienība,48,Vitolds Kudurs,Latgale,9
12,Zaļo un Zemnieku savienība,49,Jānis Leitis,Vidzeme,16
12,Zaļo un Zemnieku savienība,50,Ingmārs Līdaka,Vidzeme,2
12,Zaļo un Zemnieku savienība,51,Arnis Luhse,Vidzeme,10
12,Zaļo un Zemnieku savienība,52,Agris Lungevičs,Vidzeme,15
12,Zaļo un Zemnieku savienība,53,Voldemārs Lūsis,Vidzeme,18
12,Zaļo un Zemnieku savienība,54,Jeļena Malahova,Riga,26
12,Zaļo un Zemnieku savienība,55,Mārtiņš Martinsons,Kurzeme,10
12,Zaļo un Zemnieku savienība,56,Ģirts Mazurs,Riga,18
12,Zaļo un Zemnieku savienība,57,Jānis Megnis,Kurzeme,14
12,Zaļo un Zemnieku savienība,58,Pāvels Melnis,Latgale,10
12,Zaļo un Zemnieku savienība,59,Ainārs Mežulis,Vidzeme,6
12,Zaļo un Zemnieku savienība,60,Andris Mihaļovs,Vidzeme,28
12,Zaļo un Zemnieku savienība,61,Aivars Nalivaiko,Vidzeme,13
12,Zaļo un Zemnieku savienība,62,Irēna Opšteine,Kurzeme,8
12,Zaļo un Zemnieku savienība,63,Andrejs Panteļējevs,Latgale,7
12,Zaļo un Zemnieku savienība,64,Imants Pastors,Vidzeme,11
12,Zaļo un Zemnieku savienība,65,Rihards Plotka,Riga,29
12,Zaļo un Zemnieku savienība,66,Uldis Plūmīte,Vidzeme,23
12,Zaļo un Zemnieku savienība,67,Indriķis Putniņš,Vidzeme,7
12,Zaļo un Zemnieku savienība,68,Edgars Putra,Kurzeme,13
12,Zaļo un Zemnieku savienība,69,Vita Pūķe,Vidzeme,22
12,Zaļo un Zemnieku savienība,70,Arvīds Raciborskis,Latgale,11
12,Zaļo un Zemnieku savienība,71,Artis Rasmanis,Vidzeme,8
12,Zaļo un Zemnieku savienība,72,Jānis Rāzna,Riga,6
12,Zaļo un Zemnieku savienība,73,Dana Reizniece-Ozola,Kurzeme,1
12,Zaļo un Zemnieku savienība,74,Kaspars Rimšs,Latgale,16
12,Zaļo un Zemnieku savienība,75,Dace Rolava,Riga,25
12,Zaļo un Zemnieku savienība,76,Sandra Rone,Vidzeme,26
12,Zaļo un Zemnieku savienība,77,Inguna Rožkalne-Žubure,Vidzeme,21
12,Zaļo un Zemnieku savienība,78,Aivars Rudzroga,Kurzeme,12
12,Zaļo un Zemnieku savienība,79,Liene Rulle,Zemgale,17
12,Zaļo un Zemnieku savienība,80,Mārtiņš Ruža,Zemgale,10
12,Zaļo un Zemnieku savienība,81,Māris Salzirnis,Riga,15
12,Zaļo un Zemnieku savienība,82,Mareks Segliņš,Kurzeme,4
12,Zaļo un Zemnieku savienība,83,Kārlis Seržants,Riga,2
12,Zaļo un Zemnieku savienība,84,Andris Siliņš,Vidzeme,3
12,Zaļo un Zemnieku savienība,85,Valdis Skujiņš,Kurzeme,16
12,Zaļo un Zemnieku savienība,86,Aldis Slavinskis,Kurzeme,11
12,Zaļo un Zemnieku savienība,87,Māris Slokenbergs,Riga,17
12,Zaļo un Zemnieku savienība,88,Alfons Spēks,Kurzeme,6
12,Zaļo un Zemnieku savienība,89,Baiba Stabulniece,Riga,16
12,Zaļo un Zemnieku savienība,90,Jānis Stakens,Riga,9
12,Zaļo un Zemnieku savienība,91,Dagnija Staķe,Zemgale,7
12,Zaļo un Zemnieku savienība,92,Aivars Straume,Vidzeme,14
12,Zaļo un Zemnieku savienība,93,Izolde Stugle,Latgale,15
12,Zaļo un Zemnieku savienība,94,Staņislavs Šķesters,Latgale,8
12,Zaļo un Zemnieku savienība,95,Inga Štāle,Zemgale,8
12,Zaļo un Zemnieku savienība,96,Edgars Tavars,Riga,5
12,Zaļo un Zemnieku savienība,97,Andris Tēraudkalns,Riga,32
12,Zaļo un Zemnieku savienība,98,Kristaps Treimanis,Riga,21
12,Zaļo un Zemnieku savienība,99,Jānis Trupovnieks,Latgale,4
12,Zaļo un Zemnieku savienība,100,Arvīds Ulme,Riga,7
12,Zaļo un Zemnieku savienība,101,Diāna Upeniece,Latgale,13
12,Zaļo un Zemnieku savienība,102,Reinis Uzulnieks,Riga,10
12,Zaļo un Zemnieku savienība,103,Daina Vasiļevska,Riga,22
12,Zaļo un Zemnieku savienība,104,Alīda Vāne,Zemgale,16
12,Zaļo un Zemnieku savienība,105,Juris Vectirāns,Zemgale,5
12,Zaļo un Zemnieku savienība,106,Vilnis Veinbergs,Zemgale,6
12,Zaļo un Zemnieku savienība,107,Raimonds Vējonis,Latgale,1
12,Zaļo un Zemnieku savienība,108,Antija Vēvere,Latgale,12
12,Zaļo un Zemnieku savienība,109,Ingrīda Vilkārse,Vidzeme,29
12,Zaļo un Zemnieku savienība,110,Ilona Virza-Zariņa,Zemgale,11
12,Zaļo un Zemnieku savienība,111,Renārs Vītols,Riga,27
12,Zaļo un Zemnieku savienība,112,Jānis Vucāns,Kurzeme,7
12,Zaļo un Zemnieku savienība,113,Ēriks Zaporožecs,Zemgale,12
12,Zaļo un Zemnieku savienība,114,Didzis Zemmers,Vidzeme,12
12,Zaļo un Zemnieku savienība,115,Jānis Zīvers,Riga,14
13,No sirds Latvijai,1,Ivars Amoliņš,Zemgale,9
13,No sirds Latvijai,2,Jautrīte Ašurova,Vidzeme,13
13,No sirds Latvijai,3,Ringolds Balodis,Kurzeme,1
13,No sirds Latvijai,4,Sandra Bāliņa,Riga,14
13,No sirds Latvijai,5,Sandis Bārdiņš,Kurzeme,11
13,No sirds Latvijai,6,Valters Bolēvics,Riga,6
13,No sirds Latvijai,7,Tamāra Brice,Riga,25
13,No sirds Latvijai,8,Liene Cipule,Vidzeme,3
13,No sirds Latvijai,9,Jānis Dārziņš,Latgale,8
13,No sirds Latvijai,10,Guntars Dārznieks,Vidzeme,6
13,No sirds Latvijai,11,Vera Doreiko-Sinkeviča,Latgale,12
13,No sirds Latvijai,12,Guntars Driņķis,Vidzeme,9
13,No sirds Latvijai,13,Anžela Dubovska,Latgale,6
13,No sirds Latvijai,14,Marita Eisaka,Riga,22
13,No sirds Latvijai,15,Ivars Falks,Zemgale,4
13,No sirds Latvijai,16,Rihards Fridbergs,Riga,33
13,No sirds Latvijai,17,Jānis Garbovskis,Vidzeme,7
13,No sirds Latvijai,18,Skaidrīte Grigale,Latgale,4
13,No sirds Latvijai,19,Jānis Grigalis,Riga,21
13,No sirds Latvijai,20,Eduards Grubevičs,Latgale,13
13,No sirds Latvijai,21,Juris Jaunzems,Kurzeme,8
13,No sirds Latvijai,22,Andrejs Jirgensons,Riga,23
13,No sirds Latvijai,23,Māris Jurušs,Vidzeme,8
13,No sirds Latvijai,24,Juris Kajaks,Vidzeme,17
13,No sirds Latvijai,25,Daiga Kalniņa,Kurzeme,2
13,No sirds Latvijai,26,Inguna Kalniņa,Riga,11
13,No sirds Latvijai,27,Leonīds Kaļiņins,Latgale,16
13,No sirds Latvijai,28,Dace Kaminska,Zemgale,12
13,No sirds Latvijai,29,Andrejs Kitovs,Latgale,14
13,No sirds Latvijai,30,Pēteris Kolāts,Kurzeme,7
13,No sirds Latvijai,31,Ineta Kona,Vidzeme,21
13,No sirds Latvijai,32,Gints Kragliks,Vidzeme,18
13,No sirds Latvijai,33,Andrejs Krasņikovs,Riga,8
13,No sirds Latvijai,34,Ivars Krusts,Zemgale,13
13,No sirds Latvijai,35,Jānis Kurpnieks,Zemgale,8
13,No sirds Latvijai,36,Nelli Kutukova,Riga,30
13,No sirds Latvijai,37,Gunārs Kūtris,Vidzeme,1
13,No sirds Latvijai,38,Inese Lagzdiņa,Kurzeme,13
13,No sirds Latvijai,39,Margarita Laicāne,Vidzeme,25
13,No sirds Latvijai,40,Inna Laizāne,Riga,7
13,No sirds Latvijai,41,Tālis Laizāns,Riga,9
13,No sirds Latvijai,42,Valdis Lauskis,Riga,5
13,No sirds Latvijai,43,Silva Lazda-Poikāne,Riga,32
13,No sirds Latvijai,44,Valentīna Lazovska,Latgale,9
13,No sirds Latvijai,45,Viktors Lelis,Zemgale,6
13,No sirds Latvijai,46,Jānis Liberts,Riga,17
13,No sirds Latvijai,47,Marks Lomonosovs,Vidzeme,20
13,No sirds Latvijai,48,Oskars Lūsis,Vidzeme,10
13,No sirds Latvijai,49,Romualds Maculevičs,Latgale,10
13,No sirds Latvijai,50,Natālija Magazeina,Kurzeme,5
13,No sirds Latvijai,51,Daina Medne,Riga,10
13,No sirds Latvijai,52,Aivars Meija,Zemgale,1
13,No sirds Latvijai,53,Agris Meirēns,Zemgale,14
13,No sirds Latvijai,54,Romāns Mežeckis,Riga,3
13,No sirds Latvijai,55,Klāvs Miezis,Vidzeme,24
13,No sirds Latvijai,56,Māris Nagla,Kurzeme,4
13,No sirds Latvijai,57,Jānis Neimanis,Kurzeme,6
13,No sirds Latvijai,58,Raimonds Nipers,Latgale,5
13,No sirds Latvijai,59,Diāna Novicka,Zemgale,2
13,No sirds Latvijai,60,Dace Nulle,Riga,4
13,No sirds Latvijai,61,Iveta Ozoliņa,Vidzeme,11
13,No sirds Latvijai,62,Sergejs Parvatkins,Riga,13
13,No sirds Latvijai,63,Jekaterīna Pavlova,Riga,18
13,No sirds Latvijai,64,Inguna Pelše,Vidzeme,26
13,No sirds Latvijai,65,Anita Petrova,Latgale,2
13,No sirds Latvijai,66,Edmunds Pētersons,Zemgale,5
13,No sirds Latvijai,67,Inese Pivare,Vidzeme,27
13,No sirds Latvijai,68,Arvīds Platpers,Vidzeme,4
13,No sirds Latvijai,69,Andris Priekulis,Riga,2
13,No sirds Latvijai,70,Juris Razživins,Zemgale,10
13,No sirds Latvijai,71,Baiba Reitere,Riga,28
13,No sirds Latvijai,72,Guntis Rolis,Kurzeme,3
13,No sirds Latvijai,73,Anatolijs Romaņuks,Latgale,7
13,No sirds Latvijai,74,Valters Rotkājs,Vidzeme,15
13,No sirds Latvijai,75,Roksana Rudeviča,Riga,24
13,No sirds Latvijai,76,Vladimirs Rusanovs,Riga,26
13,No sirds Latvijai,77,Aivars Saulītis,Zemgale,7
13,No sirds Latvijai,78,Silvija Saviča,Vidzeme,23
13,No sirds Latvijai,79,Tahirs Sīmanis,Vidzeme,22
13,No sirds Latvijai,80,Indulis Skudra,Zemgale,11
13,No sirds Latvijai,81,Mārtiņš Smilga,Riga,19
13,No sirds Latvijai,82,Heino Spulģis,Riga,15
13,No sirds Latvijai,83,Ineta Stabulniece,Vidzeme,2
13,No sirds Latvijai,84,Inese Straume,Vidzeme,14
13,No sirds Latvijai,85,Inguna Sudraba,Riga,1
13,No sirds Latvijai,86,Valentīna Šabuņeviča,Latgale,3
13,No sirds Latvijai,87,Silvija Šimfa,Latgale,1
13,No sirds Latvijai,88,Natālija Tautkusa,Latgale,11
13,No sirds Latvijai,89,Igors Tračums,Vidzeme,19
13,No sirds Latvijai,90,Ēriks Treļs,Riga,12
13,No sirds Latvijai,91,Aleksejs Trigubjuks,Riga,31
13,No sirds Latvijai,92,Normunds Tukišs,Vidzeme,12
13,No sirds Latvijai,93,Iveta Tumaščika,Kurzeme,9
13,No sirds Latvijai,94,Ilgvars Ugars,Latgale,15
13,No sirds Latvijai,95,Liāna Ulmane,Zemgale,15
13,No sirds Latvijai,96,Inese Vārslavāne,Zemgale,3
13,No sirds Latvijai,97,Jānis Veips,Kurzeme,12
13,No sirds Latvijai,98,Daina Verveiko,Riga,16
13,No sirds Latvijai,99,Modra Vilkauša,Vidzeme,16
13,No sirds Latvijai,100,Guntars Viziņš,Vidzeme,5
13,No sirds Latvijai,101,Jānis Zalcmanis,Riga,29
13,No sirds Latvijai,102,Daiga Zipeva-Biumane,Kurzeme,10
13,No sirds Latvijai,103,Vladimirs Zvonarevs,Riga,20
13,No sirds Latvijai,104,Artūrs Žalostibs,Riga,27
13,No sirds Latvijai,105,Iveta Žvagiņa,Zemgale,16
