Saraksts,Partija,Numurs,Vards,Gender,Apgabals,Rangs
8,Latvijas Reģionu Apvienība,16,Kārlis Boitmanis,Male,Riga,22
8,Latvijas Reģionu Apvienība,17,Mārtiņš Bondars,Male,Vidzeme,1
8,Latvijas Reģionu Apvienība,18,Ivars Brīvers,Male,Riga,15
8,Latvijas Reģionu Apvienība,19,Inese Caunīte,Female,Zemgale,13
8,Latvijas Reģionu Apvienība,20,Velta Cimdiņa,Female,Riga,24
8,Latvijas Reģionu Apvienība,21,Gunda Cīrule,Female,Zemgale,12
8,Latvijas Reģionu Apvienība,22,Inese Čača,Female,Riga,26
8,Latvijas Reģionu Apvienība,23,Aleksandrs Dementjevs,Male,Riga,7
8,Latvijas Reģionu Apvienība,24,Jānis Dinevičs,Male,Latgale,3
8,Latvijas Reģionu Apvienība,25,Jānis Dinne,Male,Riga,18
8,Latvijas Reģionu Apvienība,26,Inga Drele,Female,Latgale,18
8,Latvijas Reģionu Apvienība,27,Juris Dzelme,Male,Riga,33
8,Latvijas Reģionu Apvienība,28,Aivars Fomins,Male,Vidzeme,6
8,Latvijas Reģionu Apvienība,29,Vilis Freimanis,Male,Zemgale,15
8,Latvijas Reģionu Apvienība,30,Gunta Gasūna,Female,Vidzeme,25
8,Latvijas Reģionu Apvienība,31,Guntis Gladkins,Male,Vidzeme,2
8,Latvijas Reģionu Apvienība,32,Leonārija Gudakovska,Female,Zemgale,5
8,Latvijas Reģionu Apvienība,33,Ingars Gusāns,Male,Latgale,7
8,Latvijas Reģionu Apvienība,34,Ingemars Harmsens,Male,Kurzeme,7
8,Latvijas Reģionu Apvienība,35,Aidis Herings,Male,Kurzeme,10
8,Latvijas Reģionu Apvienība,36,Valdis Holbergs,Male,Riga,21
8,Latvijas Reģionu Apvienība,37,Gunārs Igaunis,Male,Latgale,17
8,Latvijas Reģionu Apvienība,38,Sarmīte Janfelde,Female,Riga,23
8,Latvijas Reģionu Apvienība,39,Līvija Jankovska,Female,Latgale,4
8,Latvijas Reģionu Apvienība,40,Gundars Jegors,Male,Riga,32
8,Latvijas Reģionu Apvienība,41,Jānis Jurģelis,Male,Vidzeme,26
8,Latvijas Reģionu Apvienība,42,Arturs Kaimiņš,Male,Riga,35
8,Latvijas Reģionu Apvienība,43,Raimonds Kalniņš,Male,Kurzeme,4
8,Latvijas Reģionu Apvienība,44,Imants Keišs,Male,Riga,29
8,Latvijas Reģionu Apvienība,45,Rolands Keišs,Male,Latgale,9
8,Latvijas Reģionu Apvienība,46,Arvīds Kinstlers,Male,Kurzeme,15
8,Latvijas Reģionu Apvienība,47,Nellija Kleinberga,Female,Kurzeme,1
8,Latvijas Reģionu Apvienība,48,Sergejs Kodors,Male,Latgale,15
8,Latvijas Reģionu Apvienība,49,Anita Kokarēviča,Female,Riga,27
8,Latvijas Reģionu Apvienība,50,Margarita Krauča,Female,Riga,9
8,Latvijas Reģionu Apvienība,51,Zigrīda Krauze,Female,Kurzeme,16
8,Latvijas Reģionu Apvienība,52,Varis Krūmiņš,Male,Vidzeme,29
8,Latvijas Reģionu Apvienība,53,Augusts Kūravs,Male,Riga,13
8,Latvijas Reģionu Apvienība,54,Aldis Lazda,Male,Zemgale,10
8,Latvijas Reģionu Apvienība,55,Dzintars Legzdiņš,Male,Kurzeme,9
8,Latvijas Reģionu Apvienība,56,Arvis Leinbergs,Male,Kurzeme,11
8,Latvijas Reģionu Apvienība,57,Ilgonis Leišavnieks,Male,Zemgale,3
8,Latvijas Reģionu Apvienība,58,Inta Lemešonoka,Female,Vidzeme,20
8,Latvijas Reģionu Apvienība,59,Juris Levics,Male,Kurzeme,14
8,Latvijas Reģionu Apvienība,60,Dainis Liepiņš,Male,Zemgale,1
8,Latvijas Reģionu Apvienība,61,Andris Liepiņš,Male,Latgale,16
8,Latvijas Reģionu Apvienība,62,Jānis Liepiņš,Male,Vidzeme,23
8,Latvijas Reģionu Apvienība,63,Andris Lubiņš,Male,Riga,16
8,Latvijas Reģionu Apvienība,64,Benita Malatkovska,Female,Riga,25
8,Latvijas Reģionu Apvienība,65,Jānis Mazitāns,Male,Vidzeme,13
8,Latvijas Reģionu Apvienība,66,Normunds Mazūrs,Male,Vidzeme,9
8,Latvijas Reģionu Apvienība,67,Rihards Melgailis,Male,Zemgale,2
8,Latvijas Reģionu Apvienība,68,Inese Navra,Female,Vidzeme,24
8,Latvijas Reģionu Apvienība,69,Aleksandrs Novickis,Male,Zemgale,11
8,Latvijas Reģionu Apvienība,70,Marita Oliņa,Female,Zemgale,14
8,Latvijas Reģionu Apvienība,71,Ieva Margarita Ozola,Female,Riga,20
8,Latvijas Reģionu Apvienība,72,Ilga Ozoliņa,Female,Vidzeme,12
8,Latvijas Reģionu Apvienība,73,Linda Ozoliņa,Female,Vidzeme,21
8,Latvijas Reģionu Apvienība,74,Aigars Ozoliņš,Male,Riga,19
8,Latvijas Reģionu Apvienība,75,Lauris Pastars,Male,Latgale,12
8,Latvijas Reģionu Apvienība,76,Rūdolfs Plēpis,Male,Riga,28
8,Latvijas Reģionu Apvienība,77,Māris Pļaviņš,Male,Vidzeme,10
8,Latvijas Reģionu Apvienība,78,Karina Putniņa,Female,Vidzeme,3
8,Latvijas Reģionu Apvienība,79,Guntis Rasims,Male,Latgale,10
8,Latvijas Reģionu Apvienība,80,Aija Raudiņa,Female,Kurzeme,6
8,Latvijas Reģionu Apvienība,81,Mareks Raups,Male,Riga,8
8,Latvijas Reģionu Apvienība,82,Dagnis Reinsons,Male,Riga,34
8,Latvijas Reģionu Apvienība,83,Kārlis Rimša,Male,Zemgale,6
8,Latvijas Reģionu Apvienība,84,Aivars Ritenieks,Male,Zemgale,17
8,Latvijas Reģionu Apvienība,85,Margots Rotbergs,Male,Riga,11
8,Latvijas Reģionu Apvienība,86,Gints Rožkalns,Male,Vidzeme,16
8,Latvijas Reģionu Apvienība,87,Andris Rubins,Male,Riga,6
8,Latvijas Reģionu Apvienība,88,Silvestrs Rubins,Male,Vidzeme,11
8,Latvijas Reģionu Apvienība,89,Jānis Ruks,Male,Vidzeme,5
8,Latvijas Reģionu Apvienība,90,Vladimirs Samohins,Male,Zemgale,7
8,Latvijas Reģionu Apvienība,91,Jānis Sergejenko,Male,Kurzeme,12
8,Latvijas Reģionu Apvienība,92,Astrīda Skrinda,Female,Latgale,14
8,Latvijas Reģionu Apvienība,93,Aija Spriņķe,Female,Zemgale,9
8,Latvijas Reģionu Apvienība,94,Līga Stendze,Female,Kurzeme,8
8,Latvijas Reģionu Apvienība,95,Mārtiņš Šics,Male,Riga,1
8,Latvijas Reģionu Apvienība,96,Artūrs Štagars,Male,Latgale,13
8,Latvijas Reģionu Apvienība,97,Aivars Timofejevs,Male,Riga,4
8,Latvijas Reģionu Apvienība,98,Māris Trankalis,Male,Vidzeme,4
8,Latvijas Reģionu Apvienība,99,Mečislavs Truskovskis,Male,Latgale,6
8,Latvijas Reģionu Apvienība,100,Sigita Upmale,Female,Vidzeme,17
8,Latvijas Reģionu Apvienība,101,Ingūna Urtāne,Female,Vidzeme,22
8,Latvijas Reģionu Apvienība,102,Inga Vanaga,Female,Zemgale,4
8,Latvijas Reģionu Apvienība,103,Natālija Vecgaile,Female,Vidzeme,15
8,Latvijas Reģionu Apvienība,104,Ilga Vecziediņa,Female,Vidzeme,14
8,Latvijas Reģionu Apvienība,105,Normunds Vilnītis,Male,Kurzeme,5
8,Latvijas Reģionu Apvienība,106,Juris Viļums,Male,Latgale,1
8,Latvijas Reģionu Apvienība,107,Evita Vinceviča,Female,Vidzeme,19
8,Latvijas Reģionu Apvienība,108,Margarita Visocka,Female,Riga,30
8,Latvijas Reģionu Apvienība,109,Juris Vorkalis,Male,Latgale,8
8,Latvijas Reģionu Apvienība,110,Sandra Zaiceva,Female,Vidzeme,28
8,Latvijas Reģionu Apvienība,111,Arnis Zekunde,Male,Kurzeme,3
8,Latvijas Reģionu Apvienība,112,Marija Zeltiņa,Female,Latgale,11
8,Latvijas Reģionu Apvienība,113,Māra Viktorija Zilgalve,Female,Riga,2
8,Latvijas Reģionu Apvienība,114,Oskars Zuģickis,Male,Latgale,5
8,Latvijas Reģionu Apvienība,115,Osvalds Zvejsalnieks,Male,Latgale,2
9,Jaunā konservatīvā partija,1,Pēteris Aglonietis,Male,Kurzeme,9
9,Jaunā konservatīvā partija,2,Mārtiņš Aizpurietis,Male,Vidzeme,18
9,Jaunā konservatīvā partija,3,Īra Alksne,Female,Latgale,7
9,Jaunā konservatīvā partija,4,Oskars Apaļais,Male,Zemgale,12
9,Jaunā konservatīvā partija,5,Gundars Ābers,Male,Riga,17
9,Jaunā konservatīvā partija,6,Gundars Ābols,Male,Vidzeme,1
9,Jaunā konservatīvā partija,7,Aldis Baltalksnis,Male,Riga,23
9,Jaunā konservatīvā partija,8,Ainars Bašķis,Male,Vidzeme,12
9,Jaunā konservatīvā partija,9,Vilis Bārtulis,Male,Kurzeme,8
9,Jaunā konservatīvā partija,10,Mārcis Bergs,Male,Vidzeme,21
9,Jaunā konservatīvā partija,11,Vitālijs Birjukovs,Male,Vidzeme,10
9,Jaunā konservatīvā partija,12,Kristaps Bogdanovičs,Male,Riga,32
9,Jaunā konservatīvā partija,13,Toms Bordāns,Male,Vidzeme,26
9,Jaunā konservatīvā partija,14,Jānis Bordāns,Male,Riga,1
9,Jaunā konservatīvā partija,15,Jānis Brokāns,Male,Zemgale,5
9,Jaunā konservatīvā partija,16,Krišjānis Brūvelis,Male,Riga,28
9,Jaunā konservatīvā partija,17,Raitis Bukovskis,Male,Latgale,5
9,Jaunā konservatīvā partija,18,Santa Cabule,Female,Latgale,9
9,Jaunā konservatīvā partija,19,Una Celmiņa,Female,Kurzeme,6
9,Jaunā konservatīvā partija,20,Inga Čekša-Ratniece,Female,Latgale,3
9,Jaunā konservatīvā partija,21,Gunta Dombrovska,Female,Riga,25
9,Jaunā konservatīvā partija,22,Eva Eglāja-Kristsone,Female,Riga,7
9,Jaunā konservatīvā partija,23,Zigurds Eglītis,Male,Riga,14
9,Jaunā konservatīvā partija,24,Jolanta Eihentāle,Female,Riga,3
9,Jaunā konservatīvā partija,25,Normunds Eihentāls,Male,Zemgale,13
9,Jaunā konservatīvā partija,26,Romeks Fabjančiks,Male,Zemgale,8
9,Jaunā konservatīvā partija,27,Astra Feldmane,Female,Riga,18
9,Jaunā konservatīvā partija,28,Krišjānis Feldmans,Male,Kurzeme,1
9,Jaunā konservatīvā partija,29,Inga Gluzda,Female,Kurzeme,3
9,Jaunā konservatīvā partija,30,Austris Grasis,Male,Riga,2
9,Jaunā konservatīvā partija,31,Māris Grīnbergs,Male,Riga,5
9,Jaunā konservatīvā partija,32,Inguna Gustava,Female,Vidzeme,9
9,Jaunā konservatīvā partija,33,Vitauts Ivonausks,Male,Riga,10
9,Jaunā konservatīvā partija,34,Normunds Janelsiņš,Male,Zemgale,14
9,Jaunā konservatīvā partija,35,Ivars Jasmanis,Male,Latgale,12
9,Jaunā konservatīvā partija,36,Gundega Jēkabsone,Female,Zemgale,9
9,Jaunā konservatīvā partija,37,Arnis Kadiķis,Male,Kurzeme,13
9,Jaunā konservatīvā partija,38,Zigurds Kalējs,Male,Zemgale,7
9,Jaunā konservatīvā partija,39,Ieva Kalniņa,Female,Riga,20
9,Jaunā konservatīvā partija,40,Rūdolfs Kalvāns,Male,Riga,6
9,Jaunā konservatīvā partija,41,Matīss Kempe,Male,Riga,27
9,Jaunā konservatīvā partija,42,Vineta Kiršteine,Female,Latgale,10
9,Jaunā konservatīvā partija,43,Jānis Kopštāls,Male,Vidzeme,20
9,Jaunā konservatīvā partija,44,Pēteris Krampītis,Male,Zemgale,10
9,Jaunā konservatīvā partija,45,Ingemārs Krūmiņš,Male,Vidzeme,22
9,Jaunā konservatīvā partija,46,Inguss Kudiņš,Male,Riga,8
9,Jaunā konservatīvā partija,47,Roberts Lakučs,Male,Riga,15
9,Jaunā konservatīvā partija,48,Guntis Leja,Male,Riga,29
9,Jaunā konservatīvā partija,49,Aldis Lieljuksis,Male,Riga,4
9,Jaunā konservatīvā partija,50,Diāna Lūse,Female,Kurzeme,10
9,Jaunā konservatīvā partija,51,Eva Mārtuža,Female,Latgale,1
9,Jaunā konservatīvā partija,52,Jānis Mārtužs,Male,Latgale,6
9,Jaunā konservatīvā partija,53,Sanita Megere-Klevinska,Female,Vidzeme,3
9,Jaunā konservatīvā partija,54,Valdis Meijers,Male,Vidzeme,15
9,Jaunā konservatīvā partija,55,Jadviga Neilande,Female,Vidzeme,11
9,Jaunā konservatīvā partija,56,Dmitrijs Nikolajevs,Male,Zemgale,6
9,Jaunā konservatīvā partija,57,Aivars Ontužāns,Male,Vidzeme,19
9,Jaunā konservatīvā partija,58,Darja Orele,Female,Latgale,8
9,Jaunā konservatīvā partija,59,Dārta Ose,Female,Vidzeme,24
9,Jaunā konservatīvā partija,60,Indra Ozoliņa,Female,Latgale,11
9,Jaunā konservatīvā partija,61,Jānis Ozoliņš,Male,Vidzeme,16
9,Jaunā konservatīvā partija,62,Juris Pavītols,Male,Kurzeme,5
9,Jaunā konservatīvā partija,63,Ūve Perlbahs,Female,Riga,31
9,Jaunā konservatīvā partija,64,Kalvis Plismanis,Male,Riga,24
9,Jaunā konservatīvā partija,65,Astrīda Podziņa,Female,Vidzeme,17
9,Jaunā konservatīvā partija,66,Laura Rancāne,Female,Riga,16
9,Jaunā konservatīvā partija,67,Andris Riekstiņš,Male,Vidzeme,13
9,Jaunā konservatīvā partija,68,Ansis Roderts,Male,Kurzeme,7
9,Jaunā konservatīvā partija,69,Dainis Rozenfelds,Male,Zemgale,4
9,Jaunā konservatīvā partija,70,Kristaps Rūde,Male,Vidzeme,4
9,Jaunā konservatīvā partija,71,Kristīne Saleniece,Female,Riga,11
9,Jaunā konservatīvā partija,72,Raitis Sijāts,Male,Vidzeme,2
9,Jaunā konservatīvā partija,73,Jānis Siliņš,Male,Vidzeme,5
9,Jaunā konservatīvā partija,74,Dainis Skrūzmanis,Male,Latgale,4
9,Jaunā konservatīvā partija,75,Andris Skuja,Male,Vidzeme,7
9,Jaunā konservatīvā partija,76,Elīna Spiča,Female,Zemgale,11
9,Jaunā konservatīvā partija,77,Dāvis Stalts,Male,Kurzeme,2
9,Jaunā konservatīvā partija,78,Gundars Strazdiņš,Male,Riga,21
9,Jaunā konservatīvā partija,79,Aigars Sudmalis,Male,Kurzeme,12
9,Jaunā konservatīvā partija,80,Zemlita Šīre,Female,Vidzeme,14
9,Jaunā konservatīvā partija,81,Juris Tolpežņikovs,Male,Zemgale,3
9,Jaunā konservatīvā partija,82,Jānis Tomels,Male,Zemgale,1
9,Jaunā konservatīvā partija,83,Jānis Uha,Male,Riga,30
9,Jaunā konservatīvā partija,84,Aldis Upmalis,Male,Riga,12
9,Jaunā konservatīvā partija,85,Arvis Urbāns,Male,Vidzeme,25
9,Jaunā konservatīvā partija,86,Guntars Vaivars,Male,Kurzeme,4
9,Jaunā konservatīvā partija,87,Līva Veita,Female,Riga,9
9,Jaunā konservatīvā partija,88,Māris Virkavs,Male,Riga,19
9,Jaunā konservatīvā partija,89,Antra Visendorfa,Female,Vidzeme,23
9,Jaunā konservatīvā partija,90,Edmunds Visendorfs,Male,Vidzeme,8
9,Jaunā konservatīvā partija,91,Ingūna Vismane,Female,Riga,13
9,Jaunā konservatīvā partija,92,Daina Vīķele,Female,Riga,26
9,Jaunā konservatīvā partija,93,Regīna Vucāne,Female,Riga,22
9,Jaunā konservatīvā partija,94,Aigars Zīmelis,Male,Latgale,2
9,Jaunā konservatīvā partija,95,Agris Zvaigzneskalns,Male,Zemgale,2
9,Jaunā konservatīvā partija,96,Didzis Zviedris,Male,Kurzeme,11
9,Jaunā konservatīvā partija,97,Lāsma Žagota,Female,Vidzeme,6
10,"""Latvijas Krievu savienība""",1,Vjačeslavs Altuhovs,Male,Riga,15
10,"""Latvijas Krievu savienība""",2,Tatjana Babajeva,Female,Riga,24
10,"""Latvijas Krievu savienība""",3,Jeļena Bačinska,Female,Riga,7
10,"""Latvijas Krievu savienība""",4,Jeļena Beskorovainaja,Female,Zemgale,10
10,"""Latvijas Krievu savienība""",5,Taisja Bite,Female,Riga,22
10,"""Latvijas Krievu savienība""",6,Irina Boļšakova,Female,Latgale,3
10,"""Latvijas Krievu savienība""",7,Eduards Bonders,Male,Vidzeme,9
10,"""Latvijas Krievu savienība""",8,Konstantīns Boroņins,Male,Kurzeme,4
10,"""Latvijas Krievu savienība""",9,Vladimirs Buzajevs,Male,Riga,4
10,"""Latvijas Krievu savienība""",10,Irina Cvetkova,Female,Riga,2
10,"""Latvijas Krievu savienība""",11,Nataļja Čehova,Female,Zemgale,3
10,"""Latvijas Krievu savienība""",12,Filips Dudins,Male,Riga,21
10,"""Latvijas Krievu savienība""",13,Tatjana Favorska,Female,Riga,14
10,"""Latvijas Krievu savienība""",14,Aleksandrs Filejs,Male,Vidzeme,1
10,"""Latvijas Krievu savienība""",15,Maksims Galkins,Male,Zemgale,6
10,"""Latvijas Krievu savienība""",16,Aleksandrs Gamaļejevs,Male,Riga,12
10,"""Latvijas Krievu savienība""",17,Helēna Geriloviča,Female,Kurzeme,2
10,"""Latvijas Krievu savienība""",18,Maksims Golubevs,Male,Latgale,14
10,"""Latvijas Krievu savienība""",19,Andrejs Golubevs,Male,Latgale,12
10,"""Latvijas Krievu savienība""",20,Einārs Graudiņš,Male,Riga,6
10,"""Latvijas Krievu savienība""",21,Anatolijs Grjaznovs,Male,Riga,23
10,"""Latvijas Krievu savienība""",22,Viktors Guščins,Male,Zemgale,2
10,"""Latvijas Krievu savienība""",23,Nikolajs Harlamovs,Male,Latgale,7
10,"""Latvijas Krievu savienība""",24,Vladimirs Hodakovskis,Male,Riga,13
10,"""Latvijas Krievu savienība""",25,Deniss Ignatjevs,Male,Zemgale,9
10,"""Latvijas Krievu savienība""",26,Nazira Iso,Female,Riga,20
10,"""Latvijas Krievu savienība""",27,Tatjana Jegorova,Female,Riga,26
10,"""Latvijas Krievu savienība""",28,Nadežda Jeļņikova,Female,Riga,30
10,"""Latvijas Krievu savienība""",29,Tatjana Jemeļjanova,Female,Riga,16
10,"""Latvijas Krievu savienība""",30,Ivans Jengaševs,Male,Vidzeme,7
10,"""Latvijas Krievu savienība""",31,Dmitrijs Jermaks,Male,Riga,25
10,"""Latvijas Krievu savienība""",32,Natālija Jolkina,Female,Riga,9
10,"""Latvijas Krievu savienība""",33,Pāvels Kirillovs,Male,Riga,5
10,"""Latvijas Krievu savienība""",34,Elita Kosaka,Female,Kurzeme,1
10,"""Latvijas Krievu savienība""",35,Iļja Kozirevs,Female,Vidzeme,3
10,"""Latvijas Krievu savienība""",36,Vitālijs Krugļešovs,Male,Zemgale,8
10,"""Latvijas Krievu savienība""",37,Fjodors Krupenkins,Male,Vidzeme,6
10,"""Latvijas Krievu savienība""",38,Valentīna Kudrjavceva,Female,Zemgale,4
10,"""Latvijas Krievu savienība""",39,Aleksejs Kurepins,Male,Riga,27
10,"""Latvijas Krievu savienība""",40,Aleksandrs Kuzmins,Male,Riga,8
10,"""Latvijas Krievu savienība""",41,Jeļena Kuzņecova,Female,Zemgale,11
10,"""Latvijas Krievu savienība""",42,Vladimirs Kuzņecovs,Male,Kurzeme,5
10,"""Latvijas Krievu savienība""",43,Edvards Kvasņevskis,Male,Riga,19
10,"""Latvijas Krievu savienība""",44,Aleksandrs Ļivčaks,Male,Latgale,2
10,"""Latvijas Krievu savienība""",45,Ašots Mamikonjans,Male,Latgale,10
10,"""Latvijas Krievu savienība""",46,Miroslavs Mitrofanovs,Male,Riga,1
10,"""Latvijas Krievu savienība""",47,Viktorija Murina,Female,Riga,18
10,"""Latvijas Krievu savienība""",48,Olga Odincova,Female,Zemgale,5
10,"""Latvijas Krievu savienība""",49,Valērijs Orlovs,Male,Latgale,9
10,"""Latvijas Krievu savienība""",50,Valērijs Oščenkovs,Male,Latgale,6
10,"""Latvijas Krievu savienība""",51,Jakovs Pliners,Male,Riga,3
10,"""Latvijas Krievu savienība""",52,Ivans Popovs,Male,Latgale,11
10,"""Latvijas Krievu savienība""",53,Pāvels Prozors,Male,Latgale,13
10,"""Latvijas Krievu savienība""",54,Aleksandrs Prutkovs,Male,Vidzeme,8
10,"""Latvijas Krievu savienība""",55,Edvīns Puķe,Male,Riga,10
10,"""Latvijas Krievu savienība""",56,Anatolijs Pušņakovs,Male,Latgale,5
10,"""Latvijas Krievu savienība""",57,Vladislavs Rafaļskis,Male,Riga,11
10,"""Latvijas Krievu savienība""",58,Ludmila Rodionova,Female,Vidzeme,4
10,"""Latvijas Krievu savienība""",59,Gagiks Sarkisjans,Male,Riga,31
10,"""Latvijas Krievu savienība""",60,Valerijs Solncevs,Male,Riga,29
10,"""Latvijas Krievu savienība""",61,Andrejs Solopenko,Male,Vidzeme,5
10,"""Latvijas Krievu savienība""",62,Sergejs Solovjovs,Male,Latgale,8
10,"""Latvijas Krievu savienība""",63,Nikolajs Starikovs,Male,Zemgale,7
10,"""Latvijas Krievu savienība""",64,Nadežda Svincova,Female,Zemgale,12
10,"""Latvijas Krievu savienība""",65,Ilona Titarenko,Female,Kurzeme,3
10,"""Latvijas Krievu savienība""",66,Andris Tolmačovs,Male,Vidzeme,2
10,"""Latvijas Krievu savienība""",67,Jeļena Učaikina,Female,Vidzeme,10
10,"""Latvijas Krievu savienība""",68,Ludmila Ušakova,Female,Zemgale,1
10,"""Latvijas Krievu savienība""",69,Aleksejs Vasiļjevs,Male,Latgale,4
10,"""Latvijas Krievu savienība""",70,Viktorija Viļumsone,Female,Riga,28
10,"""Latvijas Krievu savienība""",71,Vladimirs Vlasovs,Male,Kurzeme,6
10,"""Latvijas Krievu savienība""",72,Ludmila Vorobjova,Female,Vidzeme,11
10,"""Latvijas Krievu savienība""",73,Jurijs Zaicevs,Male,Latgale,1
10,"""Latvijas Krievu savienība""",74,Aina Žuravļova,Female,Riga,17
11,"""Saskaņa"" sociāldemokrātiskā partija",1,Valērijs Agešins,Male,Kurzeme,1
11,"""Saskaņa"" sociāldemokrātiskā partija",2,Vitālijs Aizbalts,Male,Latgale,4
11,"""Saskaņa"" sociāldemokrātiskā partija",3,Aļona Annišineca,Female,Latgale,12
11,"""Saskaņa"" sociāldemokrātiskā partija",4,Ziedonis Apariņš,Male,Vidzeme,29
11,"""Saskaņa"" sociāldemokrātiskā partija",5,Andris Arcimovičs,Male,Zemgale,8
11,"""Saskaņa"" sociāldemokrātiskā partija",6,Mārtiņš Artiņš,Male,Vidzeme,19
11,"""Saskaņa"" sociāldemokrātiskā partija",7,Viesturs Āboliņš,Male,Riga,28
11,"""Saskaņa"" sociāldemokrātiskā partija",8,Jānis Ādamsons,Male,Vidzeme,4
11,"""Saskaņa"" sociāldemokrātiskā partija",9,Inese Baikovska,Female,Vidzeme,17
11,"""Saskaņa"" sociāldemokrātiskā partija",10,Marks Barkāns,Male,Vidzeme,26
11,"""Saskaņa"" sociāldemokrātiskā partija",11,Raivis Belohvoščiks,Male,Riga,30
11,"""Saskaņa"" sociāldemokrātiskā partija",12,Olga Belova,Female,Latgale,18
11,"""Saskaņa"" sociāldemokrātiskā partija",13,Sandris Bergmanis,Male,Vidzeme,7
11,"""Saskaņa"" sociāldemokrātiskā partija",14,Raimonds Bērziņš,Male,Vidzeme,27
11,"""Saskaņa"" sociāldemokrātiskā partija",15,Boriss Cilevičs,Male,Riga,4
11,"""Saskaņa"" sociāldemokrātiskā partija",16,Mihails Cogla,Male,Kurzeme,13
11,"""Saskaņa"" sociāldemokrātiskā partija",17,Leonids Cvetkovs,Male,Latgale,15
11,"""Saskaņa"" sociāldemokrātiskā partija",18,Raitis Čekšs,Male,Zemgale,12
11,"""Saskaņa"" sociāldemokrātiskā partija",19,Normunds Dimitrijevs,Male,Latgale,11
11,"""Saskaņa"" sociāldemokrātiskā partija",20,Sergejs Dolgopolovs,Male,Vidzeme,2
11,"""Saskaņa"" sociāldemokrātiskā partija",21,Irina Dolgova,Female,Zemgale,17
11,"""Saskaņa"" sociāldemokrātiskā partija",22,Jaroslavs Dorenskis,Male,Kurzeme,14
11,"""Saskaņa"" sociāldemokrātiskā partija",23,Vladimirs Eihenbaums,Male,Riga,31
11,"""Saskaņa"" sociāldemokrātiskā partija",24,Andrejs Elksniņš,Male,Latgale,1
11,"""Saskaņa"" sociāldemokrātiskā partija",25,Ludmila Fedorkova,Female,Vidzeme,11
11,"""Saskaņa"" sociāldemokrātiskā partija",26,Henrijs Frīdenbergs,Male,Riga,22
11,"""Saskaņa"" sociāldemokrātiskā partija",27,Raimonds Gailis,Male,Riga,8
11,"""Saskaņa"" sociāldemokrātiskā partija",28,Sergejs Galaveckis,Male,Kurzeme,15
11,"""Saskaņa"" sociāldemokrātiskā partija",29,Jānis Geduševs,Male,Riga,3
