Saraksts,Partija,Numurs,Vards,Gender,Apgabals,Rangs
11,"""Saskaņa"" sociāldemokrātiskā partija",30,Valentīns Grigorjevs,Male,Zemgale,4
11,"""Saskaņa"" sociāldemokrātiskā partija",31,Oļegs Hļebņikovs,Male,Latgale,10
11,"""Saskaņa"" sociāldemokrātiskā partija",32,Mihails Hohlovs,Male,Zemgale,13
11,"""Saskaņa"" sociāldemokrātiskā partija",33,Marjana Ivanova-Jevsejeva,Female,Latgale,9
11,"""Saskaņa"" sociāldemokrātiskā partija",34,Vladimirs Ivanovs,Male,Riga,20
11,"""Saskaņa"" sociāldemokrātiskā partija",35,Kristīna Jablonska,Female,Kurzeme,9
11,"""Saskaņa"" sociāldemokrātiskā partija",36,Aleksandrs Jakimovs,Male,Latgale,7
11,"""Saskaņa"" sociāldemokrātiskā partija",37,Ivars Jakovels,Male,Zemgale,3
11,"""Saskaņa"" sociāldemokrātiskā partija",38,Jeļena Jakovļeva,Female,Riga,25
11,"""Saskaņa"" sociāldemokrātiskā partija",39,Viktors Jakovļevs,Male,Vidzeme,6
11,"""Saskaņa"" sociāldemokrātiskā partija",40,Indulis Jankovskis,Male,Kurzeme,3
11,"""Saskaņa"" sociāldemokrātiskā partija",41,Viktors Jasiņavičs,Male,Latgale,17
11,"""Saskaņa"" sociāldemokrātiskā partija",42,Pjotrs Jevtušenko,Male,Kurzeme,8
11,"""Saskaņa"" sociāldemokrātiskā partija",43,Einārs Jurkevičs,Male,Latgale,16
11,"""Saskaņa"" sociāldemokrātiskā partija",44,Valdis Kalniņš,Male,Vidzeme,23
11,"""Saskaņa"" sociāldemokrātiskā partija",45,Agnis Kalnkaziņš,Male,Riga,7
11,"""Saskaņa"" sociāldemokrātiskā partija",46,Raimonds Kalvišs,Male,Latgale,13
11,"""Saskaņa"" sociāldemokrātiskā partija",47,Modris Karpovs,Male,Latgale,14
11,"""Saskaņa"" sociāldemokrātiskā partija",48,Ivo Kiršblats,Male,Riga,11
11,"""Saskaņa"" sociāldemokrātiskā partija",49,Ivans Klementjevs,Male,Riga,12
11,"""Saskaņa"" sociāldemokrātiskā partija",50,Andrejs Klementjevs,Male,Riga,2
11,"""Saskaņa"" sociāldemokrātiskā partija",51,Jeļena Koncevaja,Female,Riga,23
11,"""Saskaņa"" sociāldemokrātiskā partija",52,Andrejs Kondratjuks,Male,Vidzeme,13
11,"""Saskaņa"" sociāldemokrātiskā partija",53,Aivars Guntis Kreituss,Male,Vidzeme,9
11,"""Saskaņa"" sociāldemokrātiskā partija",54,Kristaps Laucis,Male,Vidzeme,16
11,"""Saskaņa"" sociāldemokrātiskā partija",55,Aigars Lavrinovičs,Male,Vidzeme,18
11,"""Saskaņa"" sociāldemokrātiskā partija",56,Jeļena Lazareva,Female,Latgale,6
11,"""Saskaņa"" sociāldemokrātiskā partija",57,Kārlis Leiškalns,Male,Vidzeme,3
11,"""Saskaņa"" sociāldemokrātiskā partija",58,Regīna Ločmele-Luņova,Female,Riga,15
11,"""Saskaņa"" sociāldemokrātiskā partija",59,Fjodors Maļonkins,Male,Vidzeme,24
11,"""Saskaņa"" sociāldemokrātiskā partija",60,Aleksejs Medvedevs,Male,Kurzeme,4
11,"""Saskaņa"" sociāldemokrātiskā partija",61,Gatis Meiris,Male,Kurzeme,12
11,"""Saskaņa"" sociāldemokrātiskā partija",62,Romans Miloslavskis,Male,Kurzeme,5
11,"""Saskaņa"" sociāldemokrātiskā partija",63,Sergejs Mirskis,Male,Riga,5
11,"""Saskaņa"" sociāldemokrātiskā partija",64,Anatolijs Misjuks,Male,Zemgale,11
11,"""Saskaņa"" sociāldemokrātiskā partija",65,Ralfs Morītis,Male,Vidzeme,12
11,"""Saskaņa"" sociāldemokrātiskā partija",66,Andris Morozovs,Male,Riga,35
11,"""Saskaņa"" sociāldemokrātiskā partija",67,Valerijs Nikolajevs,Male,Zemgale,15
11,"""Saskaņa"" sociāldemokrātiskā partija",68,Vladimirs Nikonovs,Male,Latgale,8
11,"""Saskaņa"" sociāldemokrātiskā partija",69,Ņikita Ņikiforovs,Male,Riga,13
11,"""Saskaņa"" sociāldemokrātiskā partija",70,Dzintars Obrickis,Male,Kurzeme,16
11,"""Saskaņa"" sociāldemokrātiskā partija",71,Vitālijs Orlovs,Male,Zemgale,2
11,"""Saskaņa"" sociāldemokrātiskā partija",72,Viktors Paškovs,Male,Riga,26
11,"""Saskaņa"" sociāldemokrātiskā partija",73,Sergejs Pašukovs,Male,Zemgale,9
11,"""Saskaņa"" sociāldemokrātiskā partija",74,Krišjānis Peters,Male,Zemgale,1
11,"""Saskaņa"" sociāldemokrātiskā partija",75,Igors Pimenovs,Male,Riga,16
11,"""Saskaņa"" sociāldemokrātiskā partija",76,Sergejs Potapkins,Male,Riga,9
11,"""Saskaņa"" sociāldemokrātiskā partija",77,Jānis Priede,Male,Vidzeme,22
11,"""Saskaņa"" sociāldemokrātiskā partija",78,Igors Puntuss,Male,Riga,33
11,"""Saskaņa"" sociāldemokrātiskā partija",79,Tatjana Rezņika,Female,Vidzeme,20
11,"""Saskaņa"" sociāldemokrātiskā partija",80,Ivans Ribakovs,Male,Latgale,3
11,"""Saskaņa"" sociāldemokrātiskā partija",81,Baiba Rozentāle,Female,Riga,10
11,"""Saskaņa"" sociāldemokrātiskā partija",82,Artūrs Rubiks,Male,Riga,6
11,"""Saskaņa"" sociāldemokrātiskā partija",83,Raimonds Rubiks,Male,Latgale,5
11,"""Saskaņa"" sociāldemokrātiskā partija",84,Raimonds Rublovskis,Male,Kurzeme,2
11,"""Saskaņa"" sociāldemokrātiskā partija",85,Iveta Safranoviča,Female,Zemgale,7
11,"""Saskaņa"" sociāldemokrātiskā partija",86,Inna Sakoviča,Female,Zemgale,16
11,"""Saskaņa"" sociāldemokrātiskā partija",87,Aleksandrs Sakovskis,Male,Vidzeme,5
11,"""Saskaņa"" sociāldemokrātiskā partija",88,Vadims Savkovs,Male,Vidzeme,28
11,"""Saskaņa"" sociāldemokrātiskā partija",89,Nikolajs Skačkovs,Male,Riga,34
11,"""Saskaņa"" sociāldemokrātiskā partija",90,Gaļina Skorobogatova,Female,Kurzeme,6
11,"""Saskaņa"" sociāldemokrātiskā partija",91,Nikolajs Sokols,Male,Zemgale,5
11,"""Saskaņa"" sociāldemokrātiskā partija",92,Karina Sprūde,Female,Vidzeme,14
11,"""Saskaņa"" sociāldemokrātiskā partija",93,Jūlija Stepaņenko,Female,Riga,14
11,"""Saskaņa"" sociāldemokrātiskā partija",94,Vjačeslavs Stunžāns,Male,Kurzeme,10
11,"""Saskaņa"" sociāldemokrātiskā partija",95,Andrejs Šikors,Male,Riga,24
11,"""Saskaņa"" sociāldemokrātiskā partija",96,Inese Švekle,Female,Riga,18
11,"""Saskaņa"" sociāldemokrātiskā partija",97,Natalija Tkačenko,Female,Kurzeme,11
11,"""Saskaņa"" sociāldemokrātiskā partija",98,Zenta Tretjaka,Female,Zemgale,6
11,"""Saskaņa"" sociāldemokrātiskā partija",99,Vitalijs Trusevičs,Male,Kurzeme,7
11,"""Saskaņa"" sociāldemokrātiskā partija",100,Jānis Tutins,Male,Latgale,2
11,"""Saskaņa"" sociāldemokrātiskā partija",101,Jānis Urbanovičs,Male,Riga,1
11,"""Saskaņa"" sociāldemokrātiskā partija",102,Normunds Vagalis,Male,Vidzeme,21
11,"""Saskaņa"" sociāldemokrātiskā partija",103,Edgars Vaikulis,Male,Vidzeme,10
11,"""Saskaņa"" sociāldemokrātiskā partija",104,Aleksandrs Vasiļjevs,Male,Riga,32
11,"""Saskaņa"" sociāldemokrātiskā partija",105,Valerijs Vilčinskis,Male,Vidzeme,15
11,"""Saskaņa"" sociāldemokrātiskā partija",106,Ruslans Vrobļevskis,Male,Zemgale,14
11,"""Saskaņa"" sociāldemokrātiskā partija",107,Jeļena Zagainova,Female,Riga,21
11,"""Saskaņa"" sociāldemokrātiskā partija",108,Ivars Zariņš,Male,Vidzeme,1
11,"""Saskaņa"" sociāldemokrātiskā partija",109,Mihails Zemļinskis,Male,Riga,17
11,"""Saskaņa"" sociāldemokrātiskā partija",110,Inga Ziņģe-Pupiņa,Female,Riga,27
11,"""Saskaņa"" sociāldemokrātiskā partija",111,Igors Zujevs,Male,Riga,19
11,"""Saskaņa"" sociāldemokrātiskā partija",112,Edgars Zveja,Male,Vidzeme,8
11,"""Saskaņa"" sociāldemokrātiskā partija",113,Mareks Žizņevskis,Male,Zemgale,10
11,"""Saskaņa"" sociāldemokrātiskā partija",114,Igors Žukovs,Male,Vidzeme,25
11,"""Saskaņa"" sociāldemokrātiskā partija",115,Vladimirs Žuks,Male,Riga,29
12,Zaļo un Zemnieku savienība,1,Inese Aizstrauta,Female,Vidzeme,5
12,Zaļo un Zemnieku savienība,2,Uldis Augulis,Male,Zemgale,2
12,Zaļo un Zemnieku savienība,3,Gatis Ābele,Male,Vidzeme,19
12,Zaļo un Zemnieku savienība,4,Aija Barča,Female,Kurzeme,2
12,Zaļo un Zemnieku savienība,5,Ivars Bārdiņš,Male,Riga,34
12,Zaļo un Zemnieku savienība,6,Rolands Bārenis,Male,Riga,28
12,Zaļo un Zemnieku savienība,7,Uldis Beite,Male,Riga,20
12,Zaļo un Zemnieku savienība,8,Guntis Belēvičs,Male,Riga,1
12,Zaļo un Zemnieku savienība,9,Rūta Bendere,Female,Riga,31
12,Zaļo un Zemnieku savienība,10,Raimonds Bergmanis,Male,Zemgale,4
12,Zaļo un Zemnieku savienība,11,Andris Bērziņš,Male,Zemgale,3
12,Zaļo un Zemnieku savienība,12,Gunārs Binde,Male,Riga,19
12,Zaļo un Zemnieku savienība,13,Jānis Blūzmanis,Male,Zemgale,15
12,Zaļo un Zemnieku savienība,14,Uldis Boitmanis,Male,Kurzeme,15
12,Zaļo un Zemnieku savienība,15,Gints Briežkalns,Male,Riga,24
12,Zaļo un Zemnieku savienība,16,Augusts Brigmanis,Male,Zemgale,1
12,Zaļo un Zemnieku savienība,17,Ēvalds Cauņa,Male,Latgale,6
12,Zaļo un Zemnieku savienība,18,Gunārs Ciglis,Male,Vidzeme,25
12,Zaļo un Zemnieku savienība,19,Valters Dambe,Male,Vidzeme,17
12,Zaļo un Zemnieku savienība,20,Gundars Daudze,Male,Kurzeme,3
12,Zaļo un Zemnieku savienība,21,Aivars Dronka,Male,Zemgale,9
12,Zaļo un Zemnieku savienība,22,Jānis Dūklavs,Male,Vidzeme,1
12,Zaļo un Zemnieku savienība,23,Māris Dzelzskalns,Male,Vidzeme,24
12,Zaļo un Zemnieku savienība,24,Gatis Dzērve-Tāluts,Male,Riga,30
12,Zaļo un Zemnieku savienība,25,Vugars Ecmanis,Male,Vidzeme,9
12,Zaļo un Zemnieku savienība,26,Rihards Eigims,Male,Latgale,2
12,Zaļo un Zemnieku savienība,27,Jānis Golubevs,Male,Latgale,17
12,Zaļo un Zemnieku savienība,28,Artūrs Graudiņš,Male,Riga,8
12,Zaļo un Zemnieku savienība,29,Vijārs Griķis,Male,Vidzeme,27
12,Zaļo un Zemnieku savienība,30,Ruta Grustāne,Female,Latgale,14
12,Zaļo un Zemnieku savienība,31,Inga Gudēviča,Female,Riga,12
12,Zaļo un Zemnieku savienība,32,Jānis Ieviņš,Male,Riga,13
12,Zaļo un Zemnieku savienība,33,Mārtiņš Jirgens,Male,Riga,23
12,Zaļo un Zemnieku savienība,34,Elita Kalniņa,Female,Riga,11
12,Zaļo un Zemnieku savienība,35,Guntis Kalniņš,Male,Zemgale,13
12,Zaļo un Zemnieku savienība,36,Valdis Kalnozols,Male,Riga,4
12,Zaļo un Zemnieku savienība,37,Dainis Karols,Male,Kurzeme,5
12,Zaļo un Zemnieku savienība,38,Inese Kārkliņa,Female,Vidzeme,20
12,Zaļo un Zemnieku savienība,39,Elita Keiša,Female,Zemgale,14
12,Zaļo un Zemnieku savienība,40,Katrīna Killa,Female,Riga,33
12,Zaļo un Zemnieku savienība,41,Jānis Klaužs,Male,Latgale,3
12,Zaļo un Zemnieku savienība,42,Ilze Kļava,Female,Kurzeme,9
12,Zaļo un Zemnieku savienība,43,Askolds Kļaviņš,Male,Riga,35
12,Zaļo un Zemnieku savienība,44,Valerijs Kozlovs,Male,Latgale,18
12,Zaļo un Zemnieku savienība,45,Līga Kozlovska,Female,Latgale,5
12,Zaļo un Zemnieku savienība,46,Armands Krauze,Male,Vidzeme,4
12,Zaļo un Zemnieku savienība,47,Māris Kučinskis,Male,Riga,3
12,Zaļo un Zemnieku savienība,48,Vitolds Kudurs,Male,Latgale,9
12,Zaļo un Zemnieku savienība,49,Jānis Leitis,Male,Vidzeme,16
12,Zaļo un Zemnieku savienība,50,Ingmārs Līdaka,Male,Vidzeme,2
12,Zaļo un Zemnieku savienība,51,Arnis Luhse,Male,Vidzeme,10
12,Zaļo un Zemnieku savienība,52,Agris Lungevičs,Male,Vidzeme,15
12,Zaļo un Zemnieku savienība,53,Voldemārs Lūsis,Male,Vidzeme,18
12,Zaļo un Zemnieku savienība,54,Jeļena Malahova,Female,Riga,26
12,Zaļo un Zemnieku savienība,55,Mārtiņš Martinsons,Male,Kurzeme,10
12,Zaļo un Zemnieku savienība,56,Ģirts Mazurs,Male,Riga,18
12,Zaļo un Zemnieku savienība,57,Jānis Megnis,Male,Kurzeme,14
12,Zaļo un Zemnieku savienība,58,Pāvels Melnis,Male,Latgale,10
12,Zaļo un Zemnieku savienība,59,Ainārs Mežulis,Male,Vidzeme,6
12,Zaļo un Zemnieku savienība,60,Andris Mihaļovs,Male,Vidzeme,28
12,Zaļo un Zemnieku savienība,61,Aivars Nalivaiko,Male,Vidzeme,13
12,Zaļo un Zemnieku savienība,62,Irēna Opšteine,Female,Kurzeme,8
12,Zaļo un Zemnieku savienība,63,Andrejs Panteļējevs,Male,Latgale,7
12,Zaļo un Zemnieku savienība,64,Imants Pastors,Male,Vidzeme,11
12,Zaļo un Zemnieku savienība,65,Rihards Plotka,Male,Riga,29
12,Zaļo un Zemnieku savienība,66,Uldis Plūmīte,Male,Vidzeme,23
12,Zaļo un Zemnieku savienība,67,Indriķis Putniņš,Male,Vidzeme,7
12,Zaļo un Zemnieku savienība,68,Edgars Putra,Male,Kurzeme,13
12,Zaļo un Zemnieku savienība,69,Vita Pūķe,Female,Vidzeme,22
12,Zaļo un Zemnieku savienība,70,Arvīds Raciborskis,Male,Latgale,11
12,Zaļo un Zemnieku savienība,71,Artis Rasmanis,Male,Vidzeme,8
12,Zaļo un Zemnieku savienība,72,Jānis Rāzna,Male,Riga,6
12,Zaļo un Zemnieku savienība,73,Dana Reizniece-Ozola,Female,Kurzeme,1
12,Zaļo un Zemnieku savienība,74,Kaspars Rimšs,Male,Latgale,16
12,Zaļo un Zemnieku savienība,75,Dace Rolava,Female,Riga,25
12,Zaļo un Zemnieku savienība,76,Sandra Rone,Female,Vidzeme,26
12,Zaļo un Zemnieku savienība,77,Inguna Rožkalne-Žubure,Female,Vidzeme,21
12,Zaļo un Zemnieku savienība,78,Aivars Rudzroga,Male,Kurzeme,12
12,Zaļo un Zemnieku savienība,79,Liene Rulle,Female,Zemgale,17
12,Zaļo un Zemnieku savienība,80,Mārtiņš Ruža,Male,Zemgale,10
12,Zaļo un Zemnieku savienība,81,Māris Salzirnis,Male,Riga,15
12,Zaļo un Zemnieku savienība,82,Mareks Segliņš,Male,Kurzeme,4
12,Zaļo un Zemnieku savienība,83,Kārlis Seržants,Male,Riga,2
12,Zaļo un Zemnieku savienība,84,Andris Siliņš,Male,Vidzeme,3
12,Zaļo un Zemnieku savienība,85,Valdis Skujiņš,Male,Kurzeme,16
12,Zaļo un Zemnieku savienība,86,Aldis Slavinskis,Male,Kurzeme,11
12,Zaļo un Zemnieku savienība,87,Māris Slokenbergs,Male,Riga,17
12,Zaļo un Zemnieku savienība,88,Alfons Spēks,Male,Kurzeme,6
12,Zaļo un Zemnieku savienība,89,Baiba Stabulniece,Female,Riga,16
12,Zaļo un Zemnieku savienība,90,Jānis Stakens,Male,Riga,9
12,Zaļo un Zemnieku savienība,91,Dagnija Staķe,Female,Zemgale,7
12,Zaļo un Zemnieku savienība,92,Aivars Straume,Male,Vidzeme,14
12,Zaļo un Zemnieku savienība,93,Izolde Stugle,Female,Latgale,15
12,Zaļo un Zemnieku savienība,94,Staņislavs Šķesters,Male,Latgale,8
12,Zaļo un Zemnieku savienība,95,Inga Štāle,Female,Zemgale,8
12,Zaļo un Zemnieku savienība,96,Edgars Tavars,Male,Riga,5
12,Zaļo un Zemnieku savienība,97,Andris Tēraudkalns,Male,Riga,32
12,Zaļo un Zemnieku savienība,98,Kristaps Treimanis,Male,Riga,21
12,Zaļo un Zemnieku savienība,99,Jānis Trupovnieks,Male,Latgale,4
12,Zaļo un Zemnieku savienība,100,Arvīds Ulme,Male,Riga,7
12,Zaļo un Zemnieku savienība,101,Diāna Upeniece,Female,Latgale,13
12,Zaļo un Zemnieku savienība,102,Reinis Uzulnieks,Male,Riga,10
12,Zaļo un Zemnieku savienība,103,Daina Vasiļevska,Female,Riga,22
12,Zaļo un Zemnieku savienība,104,Alīda Vāne,Female,Zemgale,16
12,Zaļo un Zemnieku savienība,105,Juris Vectirāns,Male,Zemgale,5
12,Zaļo un Zemnieku savienība,106,Vilnis Veinbergs,Male,Zemgale,6
12,Zaļo un Zemnieku savienība,107,Raimonds Vējonis,Male,Latgale,1
12,Zaļo un Zemnieku savienība,108,Antija Vēvere,Female,Latgale,12
12,Zaļo un Zemnieku savienība,109,Ingrīda Vilkārse,Female,Vidzeme,29
12,Zaļo un Zemnieku savienība,110,Ilona Virza-Zariņa,Female,Zemgale,11
12,Zaļo un Zemnieku savienība,111,Renārs Vītols,Male,Riga,27
12,Zaļo un Zemnieku savienība,112,Jānis Vucāns,Male,Kurzeme,7
12,Zaļo un Zemnieku savienība,113,Ēriks Zaporožecs,Male,Zemgale,12
12,Zaļo un Zemnieku savienība,114,Didzis Zemmers,Male,Vidzeme,12
12,Zaļo un Zemnieku savienība,115,Jānis Zīvers,Male,Riga,14
13,No sirds Latvijai,1,Ivars Amoliņš,Male,Zemgale,9
13,No sirds Latvijai,2,Jautrīte Ašurova,Female,Vidzeme,13
13,No sirds Latvijai,3,Ringolds Balodis,Male,Kurzeme,1
13,No sirds Latvijai,4,Sandra Bāliņa,Female,Riga,14
13,No sirds Latvijai,5,Sandis Bārdiņš,Male,Kurzeme,11
13,No sirds Latvijai,6,Valters Bolēvics,Male,Riga,6
13,No sirds Latvijai,7,Tamāra Brice,Female,Riga,25
13,No sirds Latvijai,8,Liene Cipule,Female,Vidzeme,3
13,No sirds Latvijai,9,Jānis Dārziņš,Male,Latgale,8
13,No sirds Latvijai,10,Guntars Dārznieks,Male,Vidzeme,6
13,No sirds Latvijai,11,Vera Doreiko-Sinkeviča,Female,Latgale,12
13,No sirds Latvijai,12,Guntars Driņķis,Male,Vidzeme,9
13,No sirds Latvijai,13,Anžela Dubovska,Female,Latgale,6
13,No sirds Latvijai,14,Marita Eisaka,Female,Riga,22
13,No sirds Latvijai,15,Ivars Falks,Male,Zemgale,4
13,No sirds Latvijai,16,Rihards Fridbergs,Male,Riga,33
13,No sirds Latvijai,17,Jānis Garbovskis,Male,Vidzeme,7
13,No sirds Latvijai,18,Skaidrīte Grigale,Female,Latgale,4
13,No sirds Latvijai,19,Jānis Grigalis,Male,Riga,21
13,No sirds Latvijai,20,Eduards Grubevičs,Male,Latgale,13
13,No sirds Latvijai,21,Juris Jaunzems,Male,Kurzeme,8
13,No sirds Latvijai,22,Andrejs Jirgensons,Male,Riga,23
13,No sirds Latvijai,23,Māris Jurušs,Male,Vidzeme,8
13,No sirds Latvijai,24,Juris Kajaks,Male,Vidzeme,17
13,No sirds Latvijai,25,Daiga Kalniņa,Female,Kurzeme,2
13,No sirds Latvijai,26,Inguna Kalniņa,Female,Riga,11
13,No sirds Latvijai,27,Leonīds Kaļiņins,Male,Latgale,16
13,No sirds Latvijai,28,Dace Kaminska,Female,Zemgale,12
13,No sirds Latvijai,29,Andrejs Kitovs,Male,Latgale,14
13,No sirds Latvijai,30,Pēteris Kolāts,Male,Kurzeme,7
13,No sirds Latvijai,31,Ineta Kona,Female,Vidzeme,21
13,No sirds Latvijai,32,Gints Kragliks,Male,Vidzeme,18
13,No sirds Latvijai,33,Andrejs Krasņikovs,Male,Riga,8
13,No sirds Latvijai,34,Ivars Krusts,Male,Zemgale,13
13,No sirds Latvijai,35,Jānis Kurpnieks,Male,Zemgale,8
13,No sirds Latvijai,36,Nelli Kutukova,Female,Riga,30
13,No sirds Latvijai,37,Gunārs Kūtris,Male,Vidzeme,1
13,No sirds Latvijai,38,Inese Lagzdiņa,Female,Kurzeme,13
13,No sirds Latvijai,39,Margarita Laicāne,Female,Vidzeme,25
13,No sirds Latvijai,40,Inna Laizāne,Female,Riga,7
13,No sirds Latvijai,41,Tālis Laizāns,Male,Riga,9
13,No sirds Latvijai,42,Valdis Lauskis,Male,Riga,5
13,No sirds Latvijai,43,Silva Lazda-Poikāne,Female,Riga,32
13,No sirds Latvijai,44,Valentīna Lazovska,Female,Latgale,9
13,No sirds Latvijai,45,Viktors Lelis,Male,Zemgale,6
13,No sirds Latvijai,46,Jānis Liberts,Male,Riga,17
13,No sirds Latvijai,47,Marks Lomonosovs,Male,Vidzeme,20
13,No sirds Latvijai,48,Oskars Lūsis,Male,Vidzeme,10
13,No sirds Latvijai,49,Romualds Maculevičs,Male,Latgale,10
13,No sirds Latvijai,50,Natālija Magazeina,Female,Kurzeme,5
13,No sirds Latvijai,51,Daina Medne,Female,Riga,10
13,No sirds Latvijai,52,Aivars Meija,Male,Zemgale,1
13,No sirds Latvijai,53,Agris Meirēns,Male,Zemgale,14
13,No sirds Latvijai,54,Romāns Mežeckis,Male,Riga,3
13,No sirds Latvijai,55,Klāvs Miezis,Male,Vidzeme,24
13,No sirds Latvijai,56,Māris Nagla,Male,Kurzeme,4
13,No sirds Latvijai,57,Jānis Neimanis,Male,Kurzeme,6
13,No sirds Latvijai,58,Raimonds Nipers,Male,Latgale,5
13,No sirds Latvijai,59,Diāna Novicka,Female,Zemgale,2
13,No sirds Latvijai,60,Dace Nulle,Female,Riga,4
13,No sirds Latvijai,61,Iveta Ozoliņa,Female,Vidzeme,11
13,No sirds Latvijai,62,Sergejs Parvatkins,Male,Riga,13
13,No sirds Latvijai,63,Jekaterīna Pavlova,Female,Riga,18
13,No sirds Latvijai,64,Inguna Pelše,Female,Vidzeme,26
13,No sirds Latvijai,65,Anita Petrova,Female,Latgale,2
13,No sirds Latvijai,66,Edmunds Pētersons,Male,Zemgale,5
13,No sirds Latvijai,67,Inese Pivare,Female,Vidzeme,27
13,No sirds Latvijai,68,Arvīds Platpers,Male,Vidzeme,4
13,No sirds Latvijai,69,Andris Priekulis,Male,Riga,2
13,No sirds Latvijai,70,Juris Razživins,Male,Zemgale,10
13,No sirds Latvijai,71,Baiba Reitere,Female,Riga,28
13,No sirds Latvijai,72,Guntis Rolis,Male,Kurzeme,3
13,No sirds Latvijai,73,Anatolijs Romaņuks,Male,Latgale,7
13,No sirds Latvijai,74,Valters Rotkājs,Male,Vidzeme,15
13,No sirds Latvijai,75,Roksana Rudeviča,Female,Riga,24
13,No sirds Latvijai,76,Vladimirs Rusanovs,Male,Riga,26
13,No sirds Latvijai,77,Aivars Saulītis,Male,Zemgale,7
13,No sirds Latvijai,78,Silvija Saviča,Female,Vidzeme,23
13,No sirds Latvijai,79,Tahirs Sīmanis,Male,Vidzeme,22
13,No sirds Latvijai,80,Indulis Skudra,Male,Zemgale,11
13,No sirds Latvijai,81,Mārtiņš Smilga,Male,Riga,19
13,No sirds Latvijai,82,Heino Spulģis,Male,Riga,15
13,No sirds Latvijai,83,Ineta Stabulniece,Female,Vidzeme,2
13,No sirds Latvijai,84,Inese Straume,Female,Vidzeme,14
13,No sirds Latvijai,85,Inguna Sudraba,Female,Riga,1
13,No sirds Latvijai,86,Valentīna Šabuņeviča,Female,Latgale,3
13,No sirds Latvijai,87,Silvija Šimfa,Female,Latgale,1
13,No sirds Latvijai,88,Natālija Tautkusa,Female,Latgale,11
13,No sirds Latvijai,89,Igors Tračums,Male,Vidzeme,19
13,No sirds Latvijai,90,Ēriks Treļs,Male,Riga,12
13,No sirds Latvijai,91,Aleksejs Trigubjuks,Male,Riga,31
13,No sirds Latvijai,92,Normunds Tukišs,Male,Vidzeme,12
13,No sirds Latvijai,93,Iveta Tumaščika,Female,Kurzeme,9
13,No sirds Latvijai,94,Ilgvars Ugars,Male,Latgale,15
13,No sirds Latvijai,95,Liāna Ulmane,Female,Zemgale,15
13,No sirds Latvijai,96,Inese Vārslavāne,Female,Zemgale,3
13,No sirds Latvijai,97,Jānis Veips,Male,Kurzeme,12
13,No sirds Latvijai,98,Daina Verveiko,Female,Riga,16
13,No sirds Latvijai,99,Modra Vilkauša,Female,Vidzeme,16
13,No sirds Latvijai,100,Guntars Viziņš,Male,Vidzeme,5
13,No sirds Latvijai,101,Jānis Zalcmanis,Male,Riga,29
13,No sirds Latvijai,102,Daiga Zipeva-Biumane,Female,Kurzeme,10
13,No sirds Latvijai,103,Vladimirs Zvonarevs,Male,Riga,20
13,No sirds Latvijai,104,Artūrs Žalostibs,Male,Riga,27
13,No sirds Latvijai,105,Iveta Žvagiņa,Female,Zemgale,16
