Saraksts,Partija,OldNumurs,Ievelets,Vards,Gender,Apgabals,Numurs,Ievelets
4,"Partija ""VIENOTĪBA""",94,false,Veiko Spolītis,Male,Riga,14,false
4,"Partija ""VIENOTĪBA""",95,false,Viktors Stikuts,Male,Latgale,6,false
4,"Partija ""VIENOTĪBA""",96,false,Guntis Stirna,Male,Riga,35,false
4,"Partija ""VIENOTĪBA""",97,true,Laimdota Straujuma,Female,Vidzeme,1,true
4,"Partija ""VIENOTĪBA""",98,false,Kārlis Strēlis,Male,Riga,15,false
4,"Partija ""VIENOTĪBA""",99,false,Ainārs Sviklis,Male,Zemgale,15,false
4,"Partija ""VIENOTĪBA""",100,true,Kārlis Šadurskis,Male,Vidzeme,5,true
4,"Partija ""VIENOTĪBA""",101,false,Arnis Šķēls,Male,Vidzeme,23,false
4,"Partija ""VIENOTĪBA""",102,true,Juris Šulcs,Male,Zemgale,2,true
4,"Partija ""VIENOTĪBA""",103,false,Vija Tirzmale,Female,Riga,28,false
4,"Partija ""VIENOTĪBA""",104,false,Normunds Tropiņš,Male,Kurzeme,5,false
4,"Partija ""VIENOTĪBA""",105,false,Andris Ulāns,Male,Zemgale,16,false
4,"Partija ""VIENOTĪBA""",106,false,Maija Upeniece,Female,Latgale,9,false
4,"Partija ""VIENOTĪBA""",107,true,Jānis Upenieks,Male,Vidzeme,16,true
4,"Partija ""VIENOTĪBA""",108,false,Viktors Valainis,Male,Zemgale,4,false
4,"Partija ""VIENOTĪBA""",109,false,Māris Vārna,Male,Kurzeme,9,false
4,"Partija ""VIENOTĪBA""",110,false,Ilze Vergina,Female,Vidzeme,13,false
4,"Partija ""VIENOTĪBA""",111,false,Juris Galerijs Vidiņš,Male,Latgale,11,false
4,"Partija ""VIENOTĪBA""",112,false,Kaspars Vidiņš,Male,Latgale,17,false
4,"Partija ""VIENOTĪBA""",113,true,Ilze Viņķele,Female,Riga,7,true
4,"Partija ""VIENOTĪBA""",114,true,Dzintars Zaķis,Male,Latgale,3,true
4,"Partija ""VIENOTĪBA""",115,false,Mikus Žagata,Male,Kurzeme,12,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",1,false,Dina Balode,Female,Kurzeme,3,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",2,false,Natālija Bērza,Female,Riga,9,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",3,false,Gaida Bērziņa,Female,Vidzeme,5,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",4,false,Aldis Bondars,Male,Vidzeme,3,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",5,false,Rinalds Brālis,Male,Riga,7,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",6,false,Artūrs Čačka,Male,Vidzeme,19,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",7,false,Ainis Dzalbs,Male,Zemgale,4,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",8,false,Velga Eklona,Female,Riga,4,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",9,false,Normunds Eliņš,Male,Vidzeme,18,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",10,false,Indra Garsele,Female,Vidzeme,4,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",11,false,Sandra Gintere,Female,Riga,2,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",12,false,Dace Jakovicka,Female,Kurzeme,2,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",13,false,Aija Jaunmuktāne,Female,Zemgale,1,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",14,false,Uldis Kasemirs,Male,Zemgale,2,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",15,false,Roberts Kuzņerevičs,Male,Latgale,1,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",16,false,Egita Ķeive,Female,Vidzeme,10,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",17,false,Gints Lapsa,Male,Vidzeme,17,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",18,false,Lelde Mangusa-Tutāne,Female,Vidzeme,2,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",19,false,Mudīte Meliņa,Female,Riga,8,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",20,false,Andis Onzuls,Male,Zemgale,3,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",21,false,Ilze Oša,Female,Vidzeme,16,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",22,false,Evita Paidere,Female,Vidzeme,13,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",23,false,Maija Radziņa,Female,Riga,1,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",24,false,Dairis Roģis,Male,Vidzeme,15,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",25,false,Mārcis Rudzītis,Male,Vidzeme,9,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",26,false,Ainārs Rudzītis,Male,Riga,3,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",27,false,Ingrida Sebre,Female,Vidzeme,14,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",28,false,Jānis Siliņš,Male,Vidzeme,7,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",29,false,Andris Skride,Male,Vidzeme,1,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",30,false,Silva Skride,Female,Latgale,3,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",31,false,Madara Stankuna,Female,Kurzeme,1,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",32,false,Artis Svaža,Male,Riga,5,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",33,false,Svetlana Anna Šauro,Female,Vidzeme,8,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",34,false,Agnis Šumakovs,Male,Vidzeme,11,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",35,false,Adriana Treikule,Female,Latgale,2,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",36,false,Vladimirs Trofimovs,Male,Riga,10,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",37,false,Jānis Viegliņš,Male,Riga,6,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",38,false,Raivis Zāģers,Male,Vidzeme,12,false
5,"""POLITISKĀ PARTIJA IZAUGSME""",39,false,Juris Žilko,Male,Vidzeme,6,false
6,"Partija ""Vienoti Latvijai""",1,false,Žaneta Abramsone,Female,Riga,16,false
6,"Partija ""Vienoti Latvijai""",2,false,Andis Adats,Male,Vidzeme,5,false
6,"Partija ""Vienoti Latvijai""",3,false,Vladimirs Afanasjevs,Male,Latgale,13,false
6,"Partija ""Vienoti Latvijai""",4,false,Marija Aļbinoviča,Female,Riga,22,false
6,"Partija ""Vienoti Latvijai""",5,false,Ainārs Arnītis,Male,Zemgale,8,false
6,"Partija ""Vienoti Latvijai""",6,false,Andrejs Artjomovs,Male,Vidzeme,10,false
6,"Partija ""Vienoti Latvijai""",7,false,Uvis Avens,Male,Vidzeme,20,false
6,"Partija ""Vienoti Latvijai""",8,false,Gaida Avotiņa,Female,Zemgale,10,false
6,"Partija ""Vienoti Latvijai""",9,false,Aleksandrs Beļevičs,Male,Riga,18,false
6,"Partija ""Vienoti Latvijai""",10,false,Aleksandrs Bogdanovs,Male,Kurzeme,12,false
6,"Partija ""Vienoti Latvijai""",11,false,Artis Brūvers,Male,Vidzeme,4,false
6,"Partija ""Vienoti Latvijai""",12,false,Veronika Burova,Female,Riga,27,false
6,"Partija ""Vienoti Latvijai""",13,false,Viktorija Čerenkova,Female,Riga,25,false
6,"Partija ""Vienoti Latvijai""",14,false,Gunārs Dāboliņš,Male,Vidzeme,3,false
6,"Partija ""Vienoti Latvijai""",15,false,Andris Deniņš,Male,Riga,5,false
6,"Partija ""Vienoti Latvijai""",16,false,Vjačeslavs Dubovskis,Male,Latgale,6,false
6,"Partija ""Vienoti Latvijai""",17,false,Ēriks Flaumanis,Male,Vidzeme,23,false
6,"Partija ""Vienoti Latvijai""",18,false,Ģirts Freimanis,Male,Riga,33,false
6,"Partija ""Vienoti Latvijai""",19,false,Guntis Gelpers,Male,Zemgale,4,false
6,"Partija ""Vienoti Latvijai""",20,false,Pēteris Goba,Male,Zemgale,15,false
6,"Partija ""Vienoti Latvijai""",21,false,Ivars Godmanis,Male,Vidzeme,1,false
6,"Partija ""Vienoti Latvijai""",22,false,Jānis Grigaļūns,Male,Vidzeme,9,false
6,"Partija ""Vienoti Latvijai""",23,false,Inese Grigoruka,Female,Kurzeme,5,false
6,"Partija ""Vienoti Latvijai""",24,false,Lauris Grīns,Male,Riga,14,false
6,"Partija ""Vienoti Latvijai""",25,false,Ivars Gulbis,Male,Riga,34,false
6,"Partija ""Vienoti Latvijai""",26,false,Zane Ģierte,Female,Kurzeme,7,false
6,"Partija ""Vienoti Latvijai""",27,false,Gundega Jaunbērziņa-Beitika,Female,Riga,13,false
6,"Partija ""Vienoti Latvijai""",28,false,Vadims Jerošenko,Male,Riga,2,false
6,"Partija ""Vienoti Latvijai""",29,false,Oskars Juhnevičs,Male,Latgale,2,false
6,"Partija ""Vienoti Latvijai""",30,false,Karīna Juhņeviča,Female,Latgale,16,false
6,"Partija ""Vienoti Latvijai""",31,false,Jānis Jukna,Male,Latgale,3,false
6,"Partija ""Vienoti Latvijai""",32,false,Jānis Jurkāns,Male,Latgale,1,false
6,"Partija ""Vienoti Latvijai""",33,false,Ivars Kalvišķis,Male,Vidzeme,2,false
6,"Partija ""Vienoti Latvijai""",34,false,Aigars Kalvītis,Male,Zemgale,1,false
6,"Partija ""Vienoti Latvijai""",35,false,Edmunds Kaševskis,Male,Riga,7,false
6,"Partija ""Vienoti Latvijai""",36,false,Česlavs Kaševskis,Male,Riga,24,false
6,"Partija ""Vienoti Latvijai""",37,false,Jānis Kazāks,Male,Kurzeme,4,false
6,"Partija ""Vienoti Latvijai""",38,false,Edgars Kažoks,Male,Riga,19,false
6,"Partija ""Vienoti Latvijai""",39,false,Tatjana Kokina,Female,Latgale,12,false
6,"Partija ""Vienoti Latvijai""",40,false,Anita Kokoreviča,Female,Latgale,9,false
6,"Partija ""Vienoti Latvijai""",41,false,Arnis Krauklis,Male,Zemgale,6,false
6,"Partija ""Vienoti Latvijai""",42,false,Edijs Kriķis,Male,Vidzeme,15,false
6,"Partija ""Vienoti Latvijai""",43,false,Evija Krilova,Female,Vidzeme,16,false
6,"Partija ""Vienoti Latvijai""",44,false,Jeļena Kuranova,Female,Latgale,5,false
6,"Partija ""Vienoti Latvijai""",45,false,Ivars Ķezbers,Male,Vidzeme,12,false
6,"Partija ""Vienoti Latvijai""",46,false,Juris Lazdāns,Male,Zemgale,13,false
6,"Partija ""Vienoti Latvijai""",47,false,Krists Leiškalns,Male,Vidzeme,26,false
6,"Partija ""Vienoti Latvijai""",48,false,Ilona Lejniece,Female,Riga,28,false
6,"Partija ""Vienoti Latvijai""",49,false,Ernests Lībietis,Male,Vidzeme,8,false
6,"Partija ""Vienoti Latvijai""",50,false,Vahtangs Luašvili,Male,Latgale,15,false
6,"Partija ""Vienoti Latvijai""",51,false,Ligita Maģiča,Female,Latgale,10,false
6,"Partija ""Vienoti Latvijai""",52,false,Vadims Maļinovskis,Male,Riga,32,false
6,"Partija ""Vienoti Latvijai""",53,false,Artūrs Marauskis,Male,Kurzeme,8,false
6,"Partija ""Vienoti Latvijai""",54,false,Ainars Melders,Male,Vidzeme,7,false
6,"Partija ""Vienoti Latvijai""",55,false,Ineta Muižniece,Female,Vidzeme,13,false
6,"Partija ""Vienoti Latvijai""",56,false,Ilgvars Muzikants,Male,Vidzeme,22,false
6,"Partija ""Vienoti Latvijai""",57,false,Andrejs Naglis,Male,Latgale,7,false
6,"Partija ""Vienoti Latvijai""",58,false,Valērijs Osipovs,Male,Riga,29,false
6,"Partija ""Vienoti Latvijai""",59,false,Viktors Ozerskis,Male,Riga,30,false
6,"Partija ""Vienoti Latvijai""",60,false,Reinholds Pelše,Male,Vidzeme,25,false
6,"Partija ""Vienoti Latvijai""",61,false,Udo Pērsis,Male,Zemgale,7,false
6,"Partija ""Vienoti Latvijai""",62,false,Irina Pētersone,Female,Riga,6,false
6,"Partija ""Vienoti Latvijai""",63,false,Mihails Pietkevičs,Male,Kurzeme,6,false
6,"Partija ""Vienoti Latvijai""",64,false,Andris Pudāns,Male,Riga,11,false
6,"Partija ""Vienoti Latvijai""",65,false,Irēna Putiķe,Female,Riga,21,false
6,"Partija ""Vienoti Latvijai""",66,false,Jekaterina Pūrīte,Female,Kurzeme,11,false
6,"Partija ""Vienoti Latvijai""",67,false,Iveta Raimo,Female,Latgale,14,false
6,"Partija ""Vienoti Latvijai""",68,false,Zigurds Rancāns,Male,Zemgale,11,false
6,"Partija ""Vienoti Latvijai""",69,false,Jānis Ratnieks,Male,Kurzeme,13,false
6,"Partija ""Vienoti Latvijai""",70,false,Dzintra Mirdza Reisa,Female,Kurzeme,2,false
6,"Partija ""Vienoti Latvijai""",71,false,Jānis Riežnieks,Male,Kurzeme,9,false
6,"Partija ""Vienoti Latvijai""",72,false,Nauris Rolavs,Male,Kurzeme,3,false
6,"Partija ""Vienoti Latvijai""",73,false,Agita Roziņa,Female,Riga,12,false
6,"Partija ""Vienoti Latvijai""",74,false,Eduards Rubīns,Male,Kurzeme,14,false
6,"Partija ""Vienoti Latvijai""",75,false,Imants Silavs,Male,Zemgale,9,false
6,"Partija ""Vienoti Latvijai""",76,false,Lilita Siliņa,Female,Vidzeme,19,false
6,"Partija ""Vienoti Latvijai""",77,false,Kaspars Sīlis,Male,Vidzeme,18,false
6,"Partija ""Vienoti Latvijai""",78,false,Dace Smeltere,Female,Vidzeme,17,false
6,"Partija ""Vienoti Latvijai""",79,false,Kristīne Sokolovska,Female,Vidzeme,11,false
6,"Partija ""Vienoti Latvijai""",80,false,Gunārs Spradzenko,Male,Latgale,4,false
6,"Partija ""Vienoti Latvijai""",81,false,Jevgenija Stalidzāne,Female,Riga,8,false
6,"Partija ""Vienoti Latvijai""",82,false,Jānis Straume,Male,Kurzeme,1,false
6,"Partija ""Vienoti Latvijai""",83,false,Andrejs Stremjanovs,Male,Latgale,11,false
6,"Partija ""Vienoti Latvijai""",84,false,Lelde Sutena,Female,Zemgale,16,false
6,"Partija ""Vienoti Latvijai""",85,false,Ainārs Šlesers,Male,Riga,1,false
6,"Partija ""Vienoti Latvijai""",86,false,Jevdokija Šlivka,Female,Latgale,8,false
6,"Partija ""Vienoti Latvijai""",87,false,Raimonds Šteinerts,Male,Zemgale,12,false
6,"Partija ""Vienoti Latvijai""",88,false,Raivis Ūzuls,Male,Vidzeme,6,false
6,"Partija ""Vienoti Latvijai""",89,false,Guntars Valants,Male,Vidzeme,21,false
6,"Partija ""Vienoti Latvijai""",90,false,Aleksandrs Vasiļjevs,Male,Riga,23,false
6,"Partija ""Vienoti Latvijai""",91,false,Oļegs Vasiļonoks,Male,Vidzeme,24,false
6,"Partija ""Vienoti Latvijai""",92,false,Vinets Veldre,Male,Zemgale,3,false
6,"Partija ""Vienoti Latvijai""",93,false,Raimonds Vilde,Male,Riga,9,false
6,"Partija ""Vienoti Latvijai""",94,false,Andulis Vitte,Male,Kurzeme,10,false
6,"Partija ""Vienoti Latvijai""",95,false,Daiga Vītola,Female,Vidzeme,14,false
6,"Partija ""Vienoti Latvijai""",96,false,Dace Vītola,Female,Riga,10,false
6,"Partija ""Vienoti Latvijai""",97,false,Tatjana Volkova,Female,Riga,4,false
6,"Partija ""Vienoti Latvijai""",98,false,Vitālijs Zaharovs,Male,Riga,20,false
6,"Partija ""Vienoti Latvijai""",99,false,Pāvels Zaicevs,Male,Riga,26,false
6,"Partija ""Vienoti Latvijai""",100,false,Edgars Zalāns,Male,Zemgale,2,false
6,"Partija ""Vienoti Latvijai""",101,false,Aigars Zariņš,Male,Riga,17,false
6,"Partija ""Vienoti Latvijai""",102,false,Rihards Zariņš,Male,Riga,15,false
6,"Partija ""Vienoti Latvijai""",103,false,Mareks Zeltiņš,Male,Riga,3,false
6,"Partija ""Vienoti Latvijai""",104,false,Arvīds Zvirbulis,Male,Zemgale,5,false
6,"Partija ""Vienoti Latvijai""",105,false,Aldis Žaludka,Male,Zemgale,14,false
6,"Partija ""Vienoti Latvijai""",106,false,Nils Žuravļovs,Male,Riga,31,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",1,false,Māris Andžāns,Male,Riga,29,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",2,false,Marika Berga,Female,Vidzeme,24,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",3,false,Olga Berga,Female,Riga,22,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",4,false,Ilze Bertāne,Female,Kurzeme,13,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",5,true,Gaidis Bērziņš,Male,Kurzeme,1,true
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",6,false,Baiba Bicēna,Female,Riga,26,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",7,false,Raivis Blumfelds,Male,Kurzeme,15,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",8,false,Juris Bogdanovičs,Male,Riga,12,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",9,false,Ilona Bremze,Female,Zemgale,12,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",10,false,Uldis Verners Brūns,Male,Riga,10,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",11,false,Ivo Brūvers,Male,Latgale,11,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",12,true,Andris Buiķis,Male,Zemgale,8,true
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",13,false,Aldis Bukovskis,Male,Riga,32,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",14,false,Artūrs Butāns,Male,Kurzeme,14,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",15,true,Einārs Cilinskis,Male,Riga,3,true
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",16,false,Ieva Cīrule,Female,Zemgale,14,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",17,false,Juris Cīrulis,Male,Zemgale,4,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",18,false,Jānis Dainis,Male,Vidzeme,12,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",19,true,Jānis Dombrava,Male,Vidzeme,2,true
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",20,false,Kārlis Dombrovskis,Male,Riga,19,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",21,false,Normunds Duļevskis,Male,Vidzeme,16,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",22,true,Raivis Dzintars,Male,Vidzeme,1,true
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",23,false,Ginta Eglīte,Female,Vidzeme,19,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",24,false,Laimonis Frīdbergs,Male,Latgale,13,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",25,false,Inese Gaumane,Female,Vidzeme,25,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",26,false,Irīna Gedertsone,Female,Vidzeme,20,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",27,false,Ilmārs Geiba,Male,Latgale,15,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",28,false,Ainārs Grikmanis,Male,Vidzeme,14,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",29,false,Gunārs Grīnbergs,Male,Vidzeme,13,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",30,false,Rūdolfs Grīnblats,Male,Riga,33,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",31,false,Brigita Gulbe,Female,Latgale,17,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",32,false,Ieva Holma,Female,Riga,16,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",33,false,Jānis Iesalnieks,Male,Kurzeme,2,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",34,false,Gunārs Indārs,Male,Riga,34,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",35,false,Ilze Indriksone,Female,Kurzeme,16,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",36,false,Ilvija Jakovina,Female,Vidzeme,18,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",37,false,Edgars Jansons,Male,Riga,25,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",38,false,Ritvars Jansons,Male,Riga,14,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",39,false,Eduards Jurķelis,Male,Riga,27,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",40,false,Bruno Jurševics,Male,Kurzeme,6,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",41,false,Daiga Kalnbērziņa,Female,Vidzeme,22,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",42,false,Imārs Kiršbaums,Male,Riga,21,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",43,false,Aleksandrs Kiršteins,Male,Riga,6,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",44,false,Jurģis Klotiņš,Male,Riga,20,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",45,false,Ingus Kļaviņš,Male,Riga,8,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",46,true,Rihards Kols,Male,Vidzeme,4,true
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",47,false,Aleksandrs Korņilovs,Male,Latgale,9,false
