Apgabals,Struktūrvienība,Party,Name,Gender,Number,Pluses,Minuses
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Jefimijs Klementjevs,Male,7,2790,264
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Laura Valgere,Female,8,2270,257
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Ruslans Vereščagins,Male,9,2664,226
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Gerda Veigure-Kuka,Female,10,2132,272
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Jevgenijs Trigubko,Male,11,2192,230
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Aleksandra Triguba,Female,12,2115,250
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Igors Tereško,Male,13,2304,241
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Nataļja Nikuļina,Female,14,2398,233
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Maksims Ševcovs,Male,15,2542,246
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Pāvels Kuzmins,Male,16,2500,224
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Santa Škarste,Female,17,2041,266
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Ina Svilāne,Female,18,1982,255
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Sergejs Vaginovs,Male,19,2067,246
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Alisa Jevstifejeva,Female,20,2061,234
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Sergejs Jakimuškins,Male,21,2041,229
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Karina Panfilova,Female,22,2098,225
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Romans Kolosovskis,Male,23,2053,238
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Aļona Andrejeva,Female,24,2140,228
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Ivans Protopopovs,Male,25,2065,230
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Irina Buša,Female,26,1999,250
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Igors Suhanoks,Male,27,1992,231
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Kristīna Ņestereca,Female,28,1966,263
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Jeļena Bedrataja,Female,29,1931,244
Riga,Rīga,"8. Politiskā partija ""Stabilitātei!""",Žanna Mozgalova,Female,30,2016,269
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Valentīns Jeremejevs,Male,1,3056,19
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Uldis Freimantāls,Male,2,593,48
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Arvis Abromovičs,Male,3,598,58
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Andrejs Ivanovs,Male,4,609,45
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Vija Rumpāne,Female,5,509,47
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Aleksandrs Hmeļņickis,Male,6,539,50
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Aleksandrs Kočerovs,Male,7,495,44
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Andris Golovatajs,Male,8,473,45
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Jānis Nagla,Male,9,487,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Jurijs Kovaļenko,Male,10,479,40
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Raitis Cinks,Male,11,436,44
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Pēteris Kaušelis,Male,12,431,41
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Juris Kaļinka-Aksenovs,Male,13,443,46
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Mārtiņš Dančauskis,Male,14,433,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Arturs Evels,Male,15,441,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Andrejs Ivanovs,Male,16,511,41
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Aleksis Osipovs,Male,17,486,48
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Aleksandra Ivanova,Female,18,496,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Aigars Barkāns,Male,19,433,45
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Iveta Ratņikova,Female,20,458,44
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Igors Meidens,Male,21,449,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Edmunds Tulinskis,Male,22,417,39
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Jeļena Petrova,Female,23,497,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Pēteris Magone,Male,24,426,39
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Tatjana Kovaļenko,Female,25,476,41
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Jana Spriņģe,Female,26,419,42
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Nikolajs Hrustaļovs,Male,27,451,41
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Nadežda Suvorova,Female,28,459,44
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Aleksejs Žigalkins,Male,29,463,42
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Viktorija Sazonova,Female,30,440,40
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Marija Romanova,Female,31,444,40
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Dmitrijs Kuzņecovs,Male,32,465,40
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Lauris Zelmenis,Male,33,414,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Viktorija Solopčuka,Female,34,416,43
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Igors Tihomirovs,Male,35,490,41
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Aleksejs Apanasovs,Male,36,459,38
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Vladimirs Koteļeņecs,Male,37,440,39
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Līga Lamberte,Female,38,418,40
Riga,Rīga,"9. Politiskā partija ""Tautas varas spēks""",Olga Jurčenko,Female,39,463,43
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Anita Mitriķe,Female,1,106,16
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Kristīne Belverte,Female,2,57,14
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Sanita Lablaika,Female,3,52,18
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Dainis Vītols,Male,4,64,14
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Normunds Mucenieks,Male,5,61,14
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Artūrs Knope,Male,6,49,17
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Rihards Treijs,Male,7,50,16
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Kristaps Barons,Male,8,52,19
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Gatis Drēviņš,Male,9,48,17
Riga,Rīga,"10. Partija ""Vienoti Latvijai""",Valdis Līcis,Male,10,45,16
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ināra Mūrniece,Female,1,5820,1794
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauris Puntulis,Male,2,3674,1864
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rihards Kols,Male,3,4159,1168
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ritvars Jansons,Male,4,1344,1212
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ieva Siliņa,Female,5,992,1226
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ģirts Lapiņš,Male,6,1152,706
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jurģis Klotiņš,Male,7,1475,763
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ieva Holma,Female,8,972,786
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edvards Ratnieks,Male,9,1188,946
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ginta Vilcāne,Female,10,723,869
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Mozgis,Male,11,972,1021
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aleksandrs Kiršteins,Male,12,2997,1412
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Pēteris Leiškalns,Male,13,797,1388
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Arnis,Male,14,425,728
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Olga Berga,Female,15,454,751
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Derums,Male,16,517,761
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Ratkevičs,Male,17,566,757
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Zigurds Strīķis,Male,18,807,774
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Atis Gridjuško,Male,19,432,847
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Māris Kaminskis,Male,20,676,635
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rolands Parasigs-Parasiņš,Male,21,436,769
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dace Balode,Female,22,594,780
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aija Sannikova,Female,23,449,712
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Roberts Spručs,Male,24,461,637
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Juris Stahovskis,Male,25,347,718
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Vineta Stolere,Female,26,422,680
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Švalbe,Male,27,346,680
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilmārs Geiba,Male,28,550,666
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marija Luīze Ratniece,Female,29,691,865
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Romāns Tilleris,Male,30,345,628
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Anna Amanda Stolere,Female,31,443,779
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jurģis Meženieks,Male,32,388,612
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Sarmīte Valaine,Female,33,496,714
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Jansons,Male,34,463,627
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edvīns Ginters,Male,35,427,733
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Pēteris Rakštis,Male,36,337,731
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nils Veidemanis,Male,37,405,611
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ernests Mežals,Male,38,443,734
Riga,Rīga,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Roberts Ķipurs,Male,39,776,587
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Ainārs Šlesers,Male,1,16606,578
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Oļegs Burovs,Male,2,4393,2672
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Šarlote Šulca,Female,3,1563,639
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Karina Plaude,Female,4,1668,574
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Romāns Mežeckis,Male,5,1300,640
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Diāna Novicka,Female,6,1201,604
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Raimonds Rublovskis,Male,7,1440,545
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Leontijs Morozs,Male,8,1287,675
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Vladimirs Keidāns,Male,9,1192,611
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Sergejs Belijs,Male,10,1472,717
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Juris Leitietis,Male,11,917,533
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Dmitrijs Pavlovs,Male,12,1507,628
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Maija Armaņeva,Female,13,1923,770
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Māris Mežals,Male,14,1115,554
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Kārlis Beļēvičs,Male,15,985,571
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Aleksandra Baranova,Female,16,1203,674
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Līga Krēmere,Female,17,962,548
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Baiba Stūrīte,Female,18,1497,569
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Kārlis Strēlis,Male,19,949,521
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Inna Burova,Female,20,1297,1454
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Mārcis Jencītis,Male,21,2632,702
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Sandris Točs,Male,22,1671,624
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Kristaps Krištopans,Male,23,2215,754
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Roberts Žemaitis,Male,24,972,522
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Jānis Pļaviņš,Male,25,1283,618
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Armands Ābelītis,Male,26,1043,485
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Mārtiņš Donga,Male,27,972,498
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Ilmārs Vecvanags,Male,28,883,487
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Henrijs Frīdenbergs,Male,29,905,508
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Guntis Bērziņš,Male,30,873,498
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Andris Petrovs,Male,31,956,514
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Armands Māliņš,Male,32,818,509
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Igors Kolesnikovs,Male,33,1150,584
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Normunds Rozenšteins,Male,34,820,528
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Juris Šaicāns,Male,35,817,524
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Mihails Parahins,Male,36,940,622
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Aivars Donskis,Male,37,756,524
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Jelizaveta Korotkova,Female,38,1197,619
Riga,Rīga,12. LATVIJA PIRMAJĀ VIETĀ,Arnolds Libeks,Male,39,1044,501
Riga,Rīga,13. Konservatīvie,Anita Muižniece,Female,1,2880,429
Riga,Rīga,13. Konservatīvie,Tālis Linkaits,Male,2,2290,487
Riga,Rīga,13. Konservatīvie,Jānis Butāns,Male,3,728,311
Riga,Rīga,13. Konservatīvie,Jānis Ozols,Male,4,679,298
Riga,Rīga,13. Konservatīvie,Linda Medne,Female,5,513,301
Riga,Rīga,13. Konservatīvie,Ieva Akuratere,Female,6,897,961
Riga,Rīga,13. Konservatīvie,Eva Mārtuža,Female,7,483,463
Riga,Rīga,13. Konservatīvie,Līva Kreituse,Female,8,444,349
Riga,Rīga,13. Konservatīvie,Ainars Bašķis,Male,9,390,354
Riga,Rīga,13. Konservatīvie,Anita Svece,Female,10,302,289
Riga,Rīga,13. Konservatīvie,Marija Balcere,Female,11,305,381
Riga,Rīga,13. Konservatīvie,Arita Ūdre,Female,12,304,269
Riga,Rīga,13. Konservatīvie,Jānis Svemps,Male,13,296,241
Riga,Rīga,13. Konservatīvie,Jānis Circens,Male,14,273,257
Riga,Rīga,13. Konservatīvie,Edmunds Griģis,Male,15,242,288
Riga,Rīga,13. Konservatīvie,Ilgvars Brakovskis,Male,16,232,267
Riga,Rīga,13. Konservatīvie,Edgars Horns,Male,17,242,285
Riga,Rīga,13. Konservatīvie,Gatis Karlsons,Male,18,224,241
Riga,Rīga,13. Konservatīvie,Arvīds Bērziņš,Male,19,229,248
Riga,Rīga,13. Konservatīvie,Ilze Zilgalve,Female,20,235,281
Riga,Rīga,13. Konservatīvie,Ģirts Astra,Male,21,272,314
Riga,Rīga,13. Konservatīvie,Ivo Skudiķis,Male,22,206,243
Riga,Rīga,13. Konservatīvie,Rodžers Miķelsons,Male,23,205,284
Riga,Rīga,13. Konservatīvie,Gunita Grīnberga,Female,24,186,241
Riga,Rīga,13. Konservatīvie,Aleksandrs Margevičs,Male,25,157,321
Riga,Rīga,13. Konservatīvie,Mārtiņš Drāke,Male,26,210,251
Riga,Rīga,13. Konservatīvie,Andris Dekants,Male,27,213,232
Riga,Rīga,13. Konservatīvie,Haralds Skrodelis,Male,28,168,239
Riga,Rīga,13. Konservatīvie,Alise Ozola,Female,29,232,260
Riga,Rīga,13. Konservatīvie,Evelīna Briška,Female,30,210,294
Riga,Rīga,13. Konservatīvie,Rolands Roze,Male,31,203,244
Riga,Rīga,13. Konservatīvie,Miķelis Strīķis,Male,32,345,311
Riga,Rīga,13. Konservatīvie,Kārlis Kavass,Male,33,188,238
Riga,Rīga,13. Konservatīvie,Rodijs Ronis,Male,34,199,318
Riga,Rīga,13. Konservatīvie,Rolands Vaļķuns,Male,35,162,268
Riga,Rīga,13. Konservatīvie,Inese Simsone,Female,36,189,316
Riga,Rīga,13. Konservatīvie,Guntis Bībers,Male,37,220,297
Riga,Rīga,13. Konservatīvie,Jurģis Īvāns,Male,38,447,253
Riga,Rīga,13. Konservatīvie,Dāvis Stalts,Male,39,867,272
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Aldis Gobzems,Male,1,10623,140
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Jānis Ronis,Male,2,1802,224
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Aivars Strakšas,Male,3,1486,221
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Gatis Greblis,Male,4,1315,245
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Ģirts Trekters,Male,5,1130,249
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Jānis Baroniņš,Male,6,1025,224
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Inese Rjazanceva,Female,7,1160,254
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Artūrs Klēbahs,Male,8,1050,219
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Rūdolfs Brēmanis,Male,9,1665,321
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Viktorija Blūma,Female,10,1035,223
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Jevgēnijs Čepurko,Male,11,1048,297
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Juna Volotovska,Female,12,884,269
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Ieva Matisone,Female,13,899,230
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Ieva Novicka,Female,14,872,241
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Ivars Grauds,Male,15,859,209
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Sanita Lemeševska,Female,16,804,233
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Ginta Keiša,Female,17,873,213
Riga,Rīga,"14. Politiskā partija ""KATRAM UN KATRAI""",Glens Jātnieks-Labucks,Male,18,796,219
